AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1.1,1.4,1.1,0.8,0.7,0.4,0.0,0.0
Current_Liabilities,12.6,10.6,5.1,4.3,2.2,0.3,0.4,0.2
Diluted_EPS,-0.058,-0.078,-0.083,-0.151,-0.033,-0.022,-0.138,-0.009
Goodwill_Intangibles,14.1,14.4,5.9,6.4,3.0,,,
Inventory,0.9,0.7,0.1,0.2,0.2,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,5.7,2.2,1.6,1.2,0.1,0.0,,0.0
Shares_Diluted,65.0609,45.7263,40.9328,44.1577,48.0462,44.2903,18.993,37.9396
Total_Assets,16.0,16.6,7.3,7.7,4.0,0.7,0.0,0.0
Total_Liabilities,13.1,11.4,5.1,5.9,3.2,0.5,0.4,0.2
