AAII_QTR_DATA,12/31/2020,10/02/2020,07/03/2020,04/03/2020,12/31/2019,09/27/2019,06/28/2019,03/29/2019,12/31/2018,09/28/2018
Current_Assets,408.4,356.4,345.0,431.0,320.6,318.4,328.5,306.2,313.3,275.1
Current_Liabilities,288.4,247.2,255.7,350.8,245.1,250.7,245.8,234.6,225.0,196.8
Diluted_EPS,1.425,0.884,0.095,0.738,0.906,0.671,0.656,0.621,0.89,0.865
Goodwill_Intangibles,387.8,274.0,275.0,275.9,291.8,276.8,247.5,248.2,242.2,244.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,168.8,57.3,59.2,61.1,63.0,66.4,66.3,67.7,69.1,70.5
Revenue,355.3,352.4,336.1,351.7,365.2,359.9,331.6,325.9,329.6,308.1
Shares_Diluted,11.775,11.751,11.745,11.745,11.75,11.678,11.605,11.399,11.372,11.406
Total_Assets,843.8,665.9,657.8,743.6,636.4,635.4,614.4,593.1,572.2,533.6
Total_Liabilities,538.9,382.1,388.3,479.4,377.5,387.1,374.8,364.8,350.9,322.1
