AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,44.6,50.7,10.2,9.8,18.2,8.6,13.3,18.6,,,,
Current_Liabilities,5.3,6.6,21.9,15.8,26.7,26.0,25.5,30.4,,,,
Diluted_EPS,-0.094,-0.085,0.143,-0.174,-0.19,-0.192,-0.065,-0.119,0.069,-0.155,-0.168,-0.18100000000000002
Goodwill_Intangibles,1.8,1.9,2.1,2.1,2.4,2.4,2.5,2.5,,,,
Inventory,6.3,6.0,4.8,2.9,1.6,1.4,1.3,1.1,,,,
LT_Debt,12.0,12.0,12.0,29.2,15.4,16.3,15.6,13.9,0.0,0.0,0.0,0.0
Revenue,4.9,4.6,11.3,3.2,2.0,1.9,6.3,1.1,9.9,1.0,0.5,0.5
Shares_Diluted,53.3439,49.1476,41.8471,40.6372,24.7427,35.1569,35.1355,35.1355,,,,
Total_Assets,48.6,54.8,14.3,14.0,22.2,12.9,17.7,23.2,,,,
Total_Liabilities,17.3,18.6,33.9,45.0,42.1,42.4,41.1,44.3,,,,
