AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,510.1,707.4,152.9,189.8,305.1,363.5,335.2,207.0,237.3,192.8,140.4,169.1
Current_Liabilities,356.8,567.0,346.3,71.8,68.7,62.7,109.5,96.7,74.3,75.7,27.9,18.2
Diluted_EPS,0.093,0.002,-0.127,0.011,-0.088,0.063,0.029,0.075,0.079,-0.086,-1.032,-0.318
Goodwill_Intangibles,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2
Inventory,26.4,25.1,18.6,19.2,25.8,18.4,10.0,10.3,,,,
LT_Debt,12.4,124.5,124.9,415.8,413.4,411.4,360.5,380.7,381.3,383.6,349.0,357.2
Revenue,64.0,59.4,50.7,50.0,57.9,66.9,64.6,55.7,40.8,52.6,51.0,109.2
Shares_Diluted,185.316,167.278,167.154,168.22,167.895,167.7955,162.476,166.397,164.815,155.374,150.35399999999996,144.446
Total_Assets,2923.4,2892.7,2370.6,2390.3,2410.7,2435.9,2397.1,2200.1,2128.6,2016.2,1947.3,1948.4
Total_Liabilities,1041.4,987.1,736.0,737.6,738.3,740.7,668.7,561.9,523.9,523.8,453.8,442.1
