AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,831.7,748.0,683.7,646.4,617.8,733.7,752.8,650.0,771.0,821.4,778.9,765.6,780.1
Current_Liabilities,514.1,475.6,442.8,433.1,377.8,399.3,427.9,366.6,340.8,434.5,426.4,349.1,335.0
Diluted_EPS,1.622,2.131,1.022,-0.689,-12.673,6.293,6.487,-0.669,0.583,1.676,0.391,0.545,1.3119999999999998
Goodwill_Intangibles,643.2,650.3,658.0,669.8,675.4,1079.8,1088.0,1098.3,1107.0,1118.4,1126.2,1134.9,1145.0
Inventory,446.5,399.0,374.5,353.0,355.4,395.0,374.0,364.7,439.4,463.1,444.7,441.5,431.9
LT_Debt,825.5,836.8,847.1,865.5,859.0,948.0,936.6,1311.5,1417.8,1424.3,1411.3,1487.3,1527.3
Revenue,526.9,930.9,437.3,406.8,373.4,782.9,427.3,408.5,444.2,951.7,456.4,447.8,523.1
Shares_Diluted,32.692,32.651,32.458,31.8,31.787,31.7575,31.9575,31.515,31.823,31.8685,31.988000000000003,31.726,31.834
Total_Assets,2609.3,2534.9,2466.1,2461.0,2410.0,2918.8,2936.7,2832.4,2924.5,3008.7,2956.9,2894.7,2913.0
Total_Liabilities,1881.0,1857.3,1835.1,1856.6,1789.7,1895.4,1910.2,2080.9,2142.2,2244.5,2228.2,2179.6,2220.6
