AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,883.2,861.8,835.5,752.7,996.4,960.6,917.9,725.3,577.7,635.7,401.6,365.7
Current_Liabilities,442.7,409.0,445.8,410.6,583.2,614.8,441.8,503.4,481.3,573.2,408.4,387.4
Diluted_EPS,0.075,0.06,0.114,0.028,-0.045,0.057,0.108,0.058,0.0,0.047,0.015,0.21100000000000002
Goodwill_Intangibles,389.4,390.6,391.8,393.0,394.1,395.3,396.4,397.6,389.4,390.6,392.2,394.0
Inventory,198.2,185.8,167.2,158.5,149.8,144.0,152.1,139.5,146.8,133.3,133.4,141.4
LT_Debt,773.5,773.2,772.8,772.8,804.2,803.7,1016.1,993.3,992.8,992.3,1019.7,1031.7
Revenue,485.6,441.9,503.8,452.2,437.4,422.0,461.7,439.4,303.4,356.5,383.8,357.8
Shares_Diluted,962.403,961.133,963.429,965.948,965.595,963.021,955.103,954.526,953.196,952.024,953.004,951.944
Total_Assets,8402.7,8401.6,8382.7,8304.9,8558.5,8500.3,8422.8,7300.0,7199.0,7262.4,7117.2,7091.5
Total_Liabilities,3983.0,3957.6,3986.8,3963.7,4179.8,4073.6,4076.5,3030.0,2984.7,3079.4,2932.0,2916.0
