AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
Current_Assets,23.9,39.4,41.0,15.9,27.4,42.4,54.1,53.6,63.9,2.3,3.0,2.4,1.8,2.2,3.0,4.1,2.9
Current_Liabilities,5.9,7.1,8.5,9.4,7.5,9.1,8.9,6.7,7.6,0.9,0.8,0.8,1.7,1.0,1.1,1.2,1.6
Diluted_EPS,-0.138,-0.147,-0.169,-0.396,-0.384,-0.344,-0.322,-0.291,-1.209,-0.826,-0.8109999999999999,-1.069,-1.55,-1.205,-1.538,-1.526,-0.106
Goodwill_Intangibles,0.5,1.6,2.9,2.8,2.3,2.0,1.4,0.6,0.2,0.7,0.8,0.8,0.9,1.0,1.1,1.2,1.2
Inventory,6.9,6.4,5.6,5.1,3.9,4.3,3.2,3.1,2.8,1.4,1.5,1.6,1.7,1.6,1.7,1.7,1.7
LT_Debt,4.8,9.8,9.8,9.7,9.6,9.6,9.5,0.1,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,11.4,11.5,11.2,9.1,7.3,5.8,5.0,4.0,12.9,0.5,0.3,0.3,0.4,0.4,0.2,0.1,0.1
Shares_Diluted,80.1055,80.046,69.3567,32.922,32.8847,32.7508,32.5464,32.44,20.1392,0.9872,0.9503,0.8098,0.7656,0.7645,0.7642,0.6391,0.6104
Total_Assets,33.1,49.9,52.8,27.7,38.1,52.1,61.3,59.5,69.3,3.3,4.1,3.6,3.0,3.6,4.5,5.7,4.5
Total_Liabilities,12.3,18.5,20.0,21.1,19.1,20.9,19.2,7.5,8.3,1.3,1.2,1.0,1.9,1.2,1.3,1.3,1.6
