AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020,03/31/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017
Current_Assets,2145.0,2355.0,2143.0,2077.0,1982.0,2334.0,2827.0,3338.0,1982.0,1243.0,1227.0,1138.0,1493.0,1158.0
Current_Liabilities,859.0,781.0,798.0,879.0,764.0,959.0,1068.0,1588.0,1709.0,1387.0,793.0,619.0,855.0,736.0
Diluted_EPS,-0.002,0.709,0.617,0.379,0.485,1.355,0.602,0.404,-0.3,0.273,0.239,0.079,-0.036,-0.426
Goodwill_Intangibles,106.0,116.0,122.0,127.0,129.0,131.0,120.0,109.0,123.0,121.0,123.0,131.0,138.0,150.0
Inventory,773.0,720.0,703.0,690.0,684.0,733.0,707.0,691.0,632.0,649.0,652.0,646.0,683.0,681.0
LT_Debt,2067.0,2091.0,1982.0,1850.0,1905.0,1905.0,2711.0,2848.0,1425.0,1469.0,1911.0,2004.0,2230.0,2312.0
Revenue,2346.0,2155.0,2064.0,986.0,979.0,2632.0,1058.0,905.0,1699.0,1582.0,1334.0,2002.0,2397.0,2113.0
Shares_Diluted,420.3997,420.0629,421.1239,419.1436,418.8354,420.6136,418.5032,418.486,419.9806,417.0747,419.2879,415.471,418.1569,412.7232
Total_Assets,8072.0,8219.0,8000.0,7665.0,7396.0,7705.0,7874.0,8150.0,6863.0,6907.0,6643.0,6604.0,7219.0,7180.0
Total_Liabilities,3972.0,3976.0,3958.0,3850.0,3756.0,3977.0,4862.0,5529.0,4223.0,4159.0,3991.0,3999.0,4556.0,4578.0
