AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,06/30/2020
Current_Assets,1323.3,1167.2,1150.6,1176.8,1126.6,1070.7,1114.6,435.1,,
Current_Liabilities,386.3,269.4,218.3,262.0,263.8,227.6,209.9,218.4,,
Diluted_EPS,0.153,-0.092,0.072,0.171,0.05,-0.713,0.05,0.014,0.018,-0.11
Goodwill_Intangibles,76.7,78.0,62.7,63.2,64.0,63.8,64.8,64.3,,
Inventory,516.4,439.1,291.3,240.6,180.3,148.9,161.3,163.0,,
LT_Debt,165.4,154.1,384.1,195.7,187.7,185.6,178.5,174.1,0.0,0.0
Revenue,466.4,407.0,364.1,323.8,261.6,454.1,242.0,350.2,259.1,174.0
Shares_Diluted,322.3981,317.6536,319.6871,318.2192,319.6447,270.8829,288.6221,305.7261,,
Total_Assets,1714.2,1534.5,1699.6,1523.2,1446.8,1372.5,1398.1,705.6,,
Total_Liabilities,583.4,458.3,633.0,484.4,471.9,430.8,402.9,407.5,,
