AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,75421.0,80697.0,77322.0,75670.0,65799.0,68130.0,69349.0,66225.0,62079.0,57961.0,53300.0,50480.0,49147.0
Current_Liabilities,17812.0,14874.0,12717.0,14981.0,11944.0,11308.0,15069.0,15053.0,13328.0,12979.0,9908.0,7017.0,5462.0
Diluted_EPS,3.216,3.613,3.295,3.865,2.714,1.799,1.709,2.211,2.119,0.91,0.847,2.38,1.763
Goodwill_Intangibles,19430.0,19733.0,19561.0,19673.0,19775.0,19888.0,19649.0,19609.0,19191.0,19328.0,19483.0,19595.0,19755.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,507.0,493.0,474.0,469.0,466.0,424.0,426.0,418.0,0.0,0.0,0.0,0.0,0.0
Revenue,29010.0,29077.0,26171.0,28072.0,21470.0,18687.0,17737.0,21082.0,17652.0,16886.0,15077.0,16914.0,13727.0
Shares_Diluted,2859.0,2877.0,2882.0,2903.0,2891.0,2879.0,2868.0,3324.0,2874.0,2875.0,2869.0,2891.0,2913.0
Total_Assets,169585.0,170609.0,163523.0,159316.0,146437.0,139691.0,138371.0,133376.0,124418.0,117006.0,109477.0,97334.0,92452.0
Total_Liabilities,36225.0,32382.0,29866.0,31026.0,28706.0,29244.0,33067.0,32322.0,30419.0,28244.0,22961.0,13207.0,12110.0
