AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,37.5,34.3,39.9,28.0,46.9,69.3,82.4,101.6,106.4
Current_Liabilities,11.6,10.1,13.0,13.0,12.5,22.5,19.5,21.8,12.0
Diluted_EPS,-0.155,-0.27,-0.588,-0.69,-5.546,-1.206,-1.351,-0.389,-1.256
Goodwill_Intangibles,24.1,25.8,27.9,31.1,32.7,124.8,126.4,130.6,113.6
Inventory,10.9,10.9,9.8,10.7,13.7,20.1,15.2,10.9,10.2
LT_Debt,2.5,2.8,0.0,0.0,15.3,29.5,29.3,28.9,19.1
Revenue,0.8,0.7,0.6,0.7,2.0,3.6,2.2,7.5,5.4
Shares_Diluted,97.538,52.351,28.906,19.9035,17.6291,16.7285,16.6766,16.5534,16.083
Total_Assets,80.1,76.0,84.2,74.8,97.6,203.4,217.0,239.3,227.6
Total_Liabilities,18.0,16.4,17.1,19.2,33.9,71.9,70.2,70.8,63.5
