AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,88.4,81.7,80.7,77.2,99.8,88.2,89.0,87.9,94.6,90.8,91.8,88.4,100.3,90.3,92.4,91.6,110.6,128.4,107.0,79.9
Current_Liabilities,71.4,80.1,76.5,48.3,59.7,55.0,74.8,61.1,68.9,65.4,61.8,52.6,61.1,47.1,42.8,33.9,69.5,84.8,64.5,42.4
Diluted_EPS,0.748,-0.143,-0.109,-0.312,-0.185,-0.255,-0.174,-0.046,-0.053,-0.252,-0.214,-0.144,-0.098,-0.2,-0.148,-0.0969999999999999,-0.1,-0.095,0.001,-0.176
Goodwill_Intangibles,30.3,31.0,33.1,34.1,37.0,37.3,37.8,38.8,39.5,40.3,40.1,40.3,40.2,34.2,34.6,32.7,51.1,51.7,42.9,
Inventory,55.7,53.0,49.8,54.5,71.9,67.7,63.3,63.4,66.0,72.0,66.7,63.9,70.8,75.6,73.9,71.3,87.3,88.5,76.1,60.4
LT_Debt,3.6,3.7,3.8,25.7,28.6,27.2,4.4,11.6,11.6,13.8,14.1,14.3,13.9,11.4,12.0,12.2,12.2,12.3,12.4,13.0
Revenue,17.7,12.9,19.9,20.0,23.2,12.6,15.5,22.8,32.4,15.1,13.9,25.9,29.1,12.4,12.3,46.8,18.2,18.6,26.1,9.9
Shares_Diluted,42.7907,42.6513,42.604,41.812,39.5155,38.461,36.7739,36.434,34.9455,33.5479,33.4506,33.4233,33.3854,33.3016,33.2845,33.2782,33.2673,29.1539,24.7914,24.3428
Total_Assets,158.5,134.2,135.3,133.8,160.2,150.3,151.4,151.5,158.5,156.1,158.4,156.0,167.6,149.5,151.9,146.4,185.4,204.1,164.2,137.8
Total_Liabilities,77.6,87.2,83.7,77.6,91.7,86.1,83.5,77.0,87.6,87.5,83.5,74.5,82.2,60.7,56.8,46.3,82.2,97.8,77.6,56.0
