AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020,03/31/2020
Current_Assets,94.2,108.7,120.0,129.2,139.5,152.3,153.3,51.4,32.2,,,
Current_Liabilities,5.5,8.1,7.3,3.8,3.7,5.6,5.3,4.8,2.8,,,
Diluted_EPS,-0.514,-0.502,-0.487,-0.437,-0.489,-0.413,-0.467,-0.308,-0.255,-0.699,-0.139,-0.131
Goodwill_Intangibles,7.1,7.1,7.1,7.1,7.1,7.1,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.1,0.2,0.2,0.5,0.7,0.7,2.3,0.5,0.5
Shares_Diluted,26.4422,26.4072,26.3945,26.3863,26.3591,26.1131,18.2864,25.9381,24.3894,,,
Total_Assets,107.7,122.4,133.7,142.0,152.4,166.7,164.0,53.0,32.9,,,
Total_Liabilities,9.9,12.5,11.8,8.5,8.4,10.7,5.7,5.3,3.3,,,
