AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,1228.2,1228.7,1186.3,1130.5,1108.7,1117.2,1130.7,1127.4,1292.6,1354.7,1285.8
Current_Liabilities,438.1,487.2,583.2,589.3,413.1,470.4,458.0,459.6,316.0,321.9,316.1
Diluted_EPS,0.571,0.461,0.465,0.114,0.012,0.455,0.336,0.45,0.7090000000000001,0.521,0.511
Goodwill_Intangibles,1604.0,1561.9,1563.1,1560.8,1612.1,1616.9,1625.4,1044.0,1051.4,1063.0,1058.8
Inventory,472.2,474.8,433.9,397.5,388.8,397.5,394.7,385.3,352.1,376.5,384.2
LT_Debt,724.9,715.2,643.3,636.3,648.4,644.9,654.9,656.9,421.9,421.6,421.3
Revenue,524.3,466.4,482.0,450.9,489.0,471.2,482.0,444.7,448.5,434.9,452.7
Shares_Diluted,131.833,131.683,131.687,134.927,136.07,136.268,137.084,137.165,138.997,140.327,140.149
Total_Assets,3252.3,3212.9,3157.3,3122.2,3137.5,3197.9,3244.7,3206.3,2781.2,2856.9,2705.1
Total_Liabilities,1369.0,1404.0,1406.6,1417.7,1266.1,1328.2,1332.8,1303.6,904.5,915.7,909.9
