AAII_QTR_DATA,09/30/2021,03/31/2021,09/30/2020,03/31/2020,09/30/2019,03/31/2019,09/30/2018,03/31/2018,09/30/2017,03/31/2017,09/30/2016,03/31/2016
Current_Assets,155.3,46.6,37.0,31.0,29.7,30.4,21.3,21.0,13.7,12.5,,
Current_Liabilities,4.1,7.9,8.4,6.7,8.1,8.5,2.2,2.2,2.5,4.3,,
Diluted_EPS,0.132,1.633,1.177,-0.103,-0.265,-0.372,4.236,2.88,0.187,0.1,0.124,0.079
Goodwill_Intangibles,0.0,0.1,0.1,0.1,0.0,0.1,,,,4.3,,
Inventory,1.4,0.8,0.6,0.7,1.5,1.9,1.8,2.4,1.6,1.9,,
LT_Debt,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.7,10.0,0.0,0.0
Revenue,21.5,17.8,14.8,13.6,14.3,14.4,16.8,13.0,15.0,11.7,31.4,10.0
Shares_Diluted,7.5222,0.8342,0.7483,0.5513,0.5176,0.4571,0.4774,0.4164,11.4,,11.4,
Total_Assets,165.7,47.7,38.2,31.7,30.5,31.2,22.1,21.7,13.8,12.5,,
Total_Liabilities,5.8,9.4,9.9,7.8,9.0,9.4,3.7,3.8,4.1,5.2,,
