AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,437.1,398.2,394.8,356.3,356.0,355.6,351.5,332.4,334.5,407.8,415.6,425.1,421.2,433.9,432.2,508.0,518.8
Current_Liabilities,206.0,185.7,162.0,112.2,102.2,103.5,88.8,78.3,74.7,131.5,151.9,165.9,164.2,193.9,179.7,202.4,216.1
Diluted_EPS,0.112,0.062,0.089,-0.115,-0.163,-0.228,-0.246,-0.302,-0.43799999999999994,-2.855,-0.118,0.067,0.078,0.013999999999999999,-0.16699999999999998,0.29,0.237
Goodwill_Intangibles,103.0,105.9,108.5,111.2,110.8,113.5,116.1,118.8,121.8,124.9,403.9,406.9,409.4,412.3,422.2,423.1,
Inventory,39.4,43.1,44.5,38.0,38.5,34.4,33.4,34.4,38.2,38.5,37.5,39.6,40.0,42.5,45.0,49.5,51.7
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,25.1,45.0,65.0,80.0
Revenue,335.9,294.8,255.1,204.6,161.1,143.7,133.3,101.2,92.2,278.3,276.1,329.0,323.9,362.6,362.3,397.0,393.2
Shares_Diluted,111.577,109.5376,106.4503,104.8178,101.4655,101.211,73.1379,101.0154,101.1581,86.1049,84.1585,79.8376,79.167,78.7682,80.9251,79.1405,71.7458
Total_Assets,1043.8,1011.9,950.2,868.1,839.9,858.7,875.4,880.6,911.3,1026.9,1347.6,1376.9,1377.2,1412.0,1360.6,1438.8,1433.7
Total_Liabilities,408.8,392.2,358.1,300.3,282.9,287.3,282.3,271.0,272.8,340.5,410.4,451.1,528.5,572.9,527.7,577.4,632.9
