AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,481.8,509.0,491.4,454.9,196.5,202.5,198.9,202.3,197.3,202.7,256.1
Current_Liabilities,57.6,87.5,76.2,62.8,49.1,58.1,56.5,54.2,49.4,51.4,38.8
Diluted_EPS,0.191,0.005,0.037,0.28,0.014,0.077,-0.118,-0.044,0.066,-0.051,0.038
Goodwill_Intangibles,199.5,202.4,205.4,208.5,211.5,214.5,217.5,220.7,223.7,229.9,166.0
Inventory,132.1,123.1,109.8,92.4,78.6,77.1,76.1,69.5,64.0,63.3,55.0
LT_Debt,253.5,203.1,200.5,197.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,110.7,111.4,106.1,199.9,90.4,90.5,78.7,165.5,82.4,81.1,72.4
Shares_Diluted,46.675,45.949,46.343,46.06,45.791,44.265,44.216,44.1625,44.1055,43.871,44.707
Total_Assets,819.0,825.5,810.9,784.2,531.9,543.7,538.9,544.7,543.5,525.2,515.8
Total_Liabilities,331.0,307.8,294.8,279.9,69.4,78.9,79.0,78.7,75.0,57.5,47.6
