AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,30.0,31.3,17.9,18.1,16.2,14.6,16.2,18.3,19.7,11.3,13.0
Current_Liabilities,9.2,8.5,8.5,7.4,6.6,4.2,3.2,2.9,2.7,2.7,2.3
Diluted_EPS,-0.202,-0.197,-0.133,-0.084,-0.086,-0.243,-0.231,-0.412,-0.327,-0.262,-0.318
Goodwill_Intangibles,14.1,14.3,15.1,15.2,15.4,15.6,10.4,10.5,10.6,10.7,10.8
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.2,0.8,1.3,1.9,0.0,0.0,0.0,0.0,8.4,8.3,8.3
Revenue,8.0,7.7,7.3,7.3,7.1,6.1,5.7,5.5,5.3,5.2,4.9
Shares_Diluted,12.8142,11.8287,11.5649,11.5293,11.5212,11.2108,10.9484,10.296,8.8403,8.6003,8.5309
Total_Assets,54.8,56.7,44.5,45.0,40.1,38.0,34.5,36.5,38.1,24.0,25.4
Total_Liabilities,17.0,17.1,17.9,17.5,11.9,9.2,8.3,8.1,16.6,11.2,10.8
