AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,200.3,275.2,401.7,364.5,245.7,287.6,338.1,239.3,223.8,250.8,323.3,207.8,175.8,260.4,360.5,204.2,187.9,250.1,353.5
Current_Liabilities,122.5,177.8,265.4,247.8,136.6,173.1,224.1,193.4,116.0,138.3,217.5,122.5,88.4,152.9,250.8,133.6,112.7,144.1,240.8
Diluted_EPS,-0.575,3.656,2.957,2.611,-0.433,-0.369,3.968,-2.478,-4.538,-2.527,3.445,-7.698,-4.087,-6.945,2.695,-9.552,-12.378,-1.405,3.4330000000000003
Goodwill_Intangibles,37.5,35.1,35.3,35.6,36.1,36.4,36.7,36.9,37.2,37.4,37.7,37.9,38.2,38.6,49.1,50.3,51.5,52.7,54.0
Inventory,64.0,80.6,109.2,123.7,85.3,84.0,89.8,60.6,36.7,38.6,54.6,57.7,48.2,54.3,65.3,53.5,44.7,53.9,64.5
LT_Debt,27.0,41.6,65.2,82.5,92.9,93.4,93.9,95.7,155.0,150.4,151.4,174.2,169.4,175.0,170.8,160.7,142.4,139.8,145.1
Revenue,107.5,131.9,323.0,220.4,120.9,188.0,237.0,112.4,83.8,128.3,242.3,78.8,66.6,152.5,280.1,95.2,70.8,132.3,236.7
Shares_Diluted,9.871,10.287,10.26,10.037,9.588,9.532,9.073,6.22,5.379,4.615,9.307,3.064,3.0208,2.9658,6.0345,2.36,2.3557,2.3104,4.5686
Total_Assets,329.4,405.3,477.1,443.6,315.8,357.0,409.1,315.1,298.4,329.4,407.6,300.4,276.9,365.2,479.6,328.7,312.0,342.8,447.6
Total_Liabilities,183.3,255.2,367.5,362.7,260.4,297.4,346.7,320.0,303.2,315.9,395.5,323.6,287.1,361.8,458.4,328.1,288.7,292.1,393.0
