AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,340.3,337.8,312.7,328.3,312.3,309.0,286.3,293.8
Current_Liabilities,116.4,121.8,100.6,122.4,115.9,110.6,89.1,103.1
Diluted_EPS,0.204,0.175,0.147,0.214,0.214,0.171,0.146,0.236
Goodwill_Intangibles,27.9,28.1,28.4,28.8,29.2,16.4,13.6,12.1
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,93.6,91.1,87.1,90.4,91.6,85.2,78.6,87.0
Shares_Diluted,66.999,66.987,66.962,66.96,66.94,66.67,66.719,66.598
Total_Assets,391.0,386.7,362.4,379.7,364.6,349.1,310.5,317.9
Total_Liabilities,132.6,137.7,116.4,139.8,135.3,130.2,98.8,112.0
