AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,78.5,70.6,74.4,59.9,77.9,87.5,89.0,105.2,100.0,92.5,65.5,75.4,83.3,18.3,12.0,15.4,18.5,22.0,6.9,9.5
Current_Liabilities,85.4,67.2,73.2,64.4,80.4,100.6,98.0,109.4,83.7,25.8,21.5,28.8,42.0,15.9,6.1,5.4,4.5,4.7,3.6,3.4
Diluted_EPS,-1.932,-2.152,-5.568,-196.925,-35.752,-8.744,-21.761,-323.149,-1.407,-0.717,-0.354,-0.279,-1.5119999999999998,-0.122,-3.216,-10.514,-4.962,-0.7190000000000001,-1.958,0.287
Goodwill_Intangibles,63.5,65.0,69.1,70.6,83.1,127.7,129.7,151.3,162.0,73.8,75.4,125.8,74.7,55.6,18.5,19.1,19.7,20.2,10.9,11.4
Inventory,13.6,13.0,12.9,10.8,13.9,16.6,16.3,16.3,16.6,6.6,11.5,10.0,3.9,2.5,1.4,1.4,1.5,1.6,1.3,1.3
LT_Debt,11.4,14.5,13.6,14.3,14.2,0.1,0.2,0.2,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.0,0.0,0.0
Revenue,22.7,26.3,27.7,27.4,24.2,23.1,21.9,23.5,13.5,15.1,13.5,14.9,8.2,3.2,1.4,1.7,2.4,1.8,1.4,0.9
Shares_Diluted,3.7268,3.1103,0.1259,0.0899,1.4845,1.3206,1.2799,0.0588,18.0925,13.2819,12.1586,11.2917,3.5275,1.7538,1.5326,1.3821,0.9061,6.477,1.7598,1.911
Total_Assets,147.2,141.4,150.0,137.6,168.8,223.8,227.7,265.7,271.6,166.7,141.3,153.3,159.0,74.5,31.0,34.7,38.3,42.4,18.0,21.1
Total_Liabilities,106.3,95.6,96.1,91.5,107.7,118.3,116.2,128.1,128.4,54.0,50.2,58.3,73.2,57.4,28.7,27.6,22.3,22.5,7.9,7.6
