AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020
Current_Assets,11.0,2.0,2.0,1.6,,
Current_Liabilities,0.6,3.8,2.2,1.0,,
Diluted_EPS,-0.474,-0.527,-0.225,-0.124,0.016,-0.007
Goodwill_Intangibles,4.5,4.7,5.0,5.3,,
Inventory,1.8,1.8,1.2,1.1,,
LT_Debt,0.0,2.5,3.6,3.9,0.0,0.0
Revenue,5.9,2.3,6.5,1.9,2.3,1.2
Shares_Diluted,4.6439,2.8931,6.8567,6.8567,,
Total_Assets,15.8,7.6,7.4,7.1,,
Total_Liabilities,3.0,6.9,6.2,5.4,,
