AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,07/03/2021,04/03/2021,12/31/2020,09/26/2020,06/27/2020,03/28/2020,12/31/2019
Current_Assets,0.3,3.3,3.6,3.9,1.3,0.8,1.4,1.4,2.0,2.8,2.5,1.4
Current_Liabilities,31.9,32.1,27.0,23.6,23.1,0.2,0.3,0.3,0.3,0.6,0.7,1.0
Diluted_EPS,-0.104,-0.229,-0.304,-0.182,-0.888,-0.776,-0.389,-0.354,-0.419,-0.65,-1.207,-2.508
Goodwill_Intangibles,0.0,0.0,0.0,0.0,3.3,,,0.0,0.0,0.0,0.0,0.6
Inventory,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.3
LT_Debt,1.1,1.9,5.6,5.6,3.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0
Revenue,3.1,3.1,3.2,3.0,2.9,7.0,0.0,0.0,0.0,0.0,0.2,0.4
Shares_Diluted,18.1682,17.7758,15.0109,15.4383,13.8195,13.5312,1.4615,1.4898,1.4451,1.1449,0.8937,0.7689
Total_Assets,33.8,45.1,46.1,46.5,51.6,2.4,3.0,3.0,3.6,2.8,2.5,2.5
Total_Liabilities,70.1,82.2,80.9,77.8,79.2,0.7,0.7,0.3,0.3,0.6,0.7,1.0
