AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,59.9,51.3,73.6,93.9,116.7,135.8,156.8,46.0,1.1,1.6,1.7
Current_Liabilities,50.7,66.6,72.1,72.9,71.6,69.1,56.3,60.9,3.5,0.3,0.1
Diluted_EPS,-0.11,-0.174,-0.173,-0.106,-0.261,-0.635,-0.305,-0.047,0.053,-0.299,-0.001
Goodwill_Intangibles,2.3,2.3,2.3,2.4,2.1,1.7,1.2,0.8,,,
Inventory,14.7,18.5,23.8,29.4,24.7,18.0,10.2,11.1,,,
LT_Debt,3.5,0.0,0.0,0.0,6.5,8.0,9.5,11.0,0.0,0.0,0.0
Revenue,10.7,12.0,17.4,18.3,21.5,75.8,31.5,24.9,,,
Shares_Diluted,113.5454,112.2554,111.7753,110.8122,110.3843,112.9966,112.8187,112.7508,28.75,27.4903,28.75
Total_Assets,65.9,58.1,80.7,101.9,124.1,140.0,160.3,48.8,231.2,231.6,231.7
Total_Liabilities,81.9,68.7,76.3,80.3,94.3,84.9,83.3,81.0,30.0,31.9,8.1
