AAII_QTR_DATA,12/25/2022,09/25/2022,06/26/2022,03/31/2022,12/26/2021,09/26/2021,06/27/2021,03/31/2021,12/27/2020,09/27/2020,06/28/2020,03/31/2020,12/29/2019,09/29/2019,06/30/2019,03/31/2019,12/30/2018,09/30/2018
Current_Assets,1336.0,1391.9,1183.1,1110.9,1102.3,1292.6,1120.0,1064.2,826.6,784.8,722.1,709.0,705.4,773.4,1002.3,939.5,1070.5,928.9
Current_Liabilities,559.6,611.4,420.4,393.9,417.4,395.2,364.4,370.8,328.2,319.0,269.1,246.7,243.5,277.4,338.2,317.2,363.2,345.1
Diluted_EPS,1.126,1.616,2.158,1.934,2.0,2.356,1.714,1.101,1.312,1.343,0.687,-2.437,0.253,-0.206,-0.288,-0.8440000000000001,-8.939,-0.57
Goodwill_Intangibles,1585.1,1603.0,933.5,941.7,923.3,421.9,427.4,401.0,402.4,379.6,384.5,389.3,550.1,555.2,560.2,565.0,569.1,1208.6
Inventory,780.0,778.0,662.3,643.0,599.2,561.5,505.1,454.5,353.8,338.4,332.2,331.3,334.7,364.1,387.7,344.5,425.5,431.8
LT_Debt,1078.3,1167.3,586.3,666.1,716.0,495.8,495.7,495.6,345.7,345.3,443.9,511.8,523.9,578.3,740.3,684.7,729.6,741.6
Revenue,754.8,781.7,802.6,808.6,794.7,778.5,662.9,596.5,574.7,575.2,479.1,426.3,424.8,445.0,459.8,515.3,467.8,546.6
Shares_Diluted,57.843,57.814,58.381,58.336,59.066,59.216,59.947,60.838,60.101,59.314,58.957,57.948,57.978,57.768,57.722,57.601000000000006,57.572,57.528
Total_Assets,3329.7,3397.9,2457.1,2396.2,2361.9,2018.0,1851.8,1764.9,1528.7,1431.3,1388.4,1391.3,1548.9,1629.2,1861.3,1738.0,1876.7,2419.1
Total_Liabilities,1909.1,2048.5,1207.8,1271.8,1331.5,1082.9,1051.1,1027.9,870.0,856.7,898.9,948.8,944.0,1040.7,1266.4,1129.0,1210.1,1239.9
