AAII_QTR_DATA,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
Current_Assets,453.2,452.6,454.0,555.6,,,,,
Current_Liabilities,1274.6,1209.3,1134.8,1066.3,,,,,
Diluted_EPS,-1.321,-0.848,-0.804,-0.819,-6.035,-0.509,-0.341,,
Goodwill_Intangibles,74.1,76.4,78.6,82.5,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,101.5,102.1,29.6,30.7,0.0,0.0,0.0,0.0,0.0
Revenue,296.0,325.0,314.4,266.6,182.2,152.9,121.4,80.5,52.9
Shares_Diluted,145.3807,182.8846,183.5797,183.5797,,,,,
Total_Assets,1419.5,1374.5,1171.3,1227.4,,,,,
Total_Liabilities,1376.2,1315.8,1168.6,1101.8,,,,,
