AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,10.7,11.3,12.0,12.3,13.4,13.3,14.0,14.7,14.6,9.5,12.0,13.1,15.3,12.5,11.3
Current_Liabilities,2.1,1.8,1.3,1.2,1.5,1.6,1.7,1.6,1.2,1.3,1.6,1.8,3.7,2.3,2.6
Diluted_EPS,-0.02,-0.01,-0.009,-0.013,-0.001,-0.026,-0.011,-0.011,-0.022,-0.046,-0.019,-0.0069999999999999,0.034,0.034,0.019
Goodwill_Intangibles,0.6,0.6,0.3,0.4,0.5,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Inventory,5.5,5.6,6.0,6.3,7.5,7.5,7.7,7.8,7.4,7.2,7.9,6.5,5.5,4.3,5.6
LT_Debt,0.0,0.0,0.1,0.1,0.2,0.3,0.3,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
Revenue,3.4,3.2,3.6,3.9,4.1,2.7,2.8,2.8,1.6,1.8,2.1,3.2,7.2,6.8,7.0
Shares_Diluted,54.3201,54.3201,54.3201,54.3201,54.3201,58.6035,51.2424,49.4794,47.7027,47.1701,47.1701,47.1701,48.6701,47.1701,48.8987
Total_Assets,15.6,16.4,16.8,17.2,18.2,18.5,20.9,21.3,20.8,15.8,17.9,18.6,20.7,17.6,15.6
Total_Liabilities,2.1,1.8,1.8,1.7,2.0,2.3,2.0,1.7,1.3,1.4,1.7,2.0,3.8,2.4,2.6
