AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018
Current_Assets,101.9,97.0,108.8,112.8,103.2,95.7,73.9,,,,
Current_Liabilities,69.2,73.4,86.3,87.6,81.1,71.1,64.1,,,,
Diluted_EPS,2.571,-7.55,-22.711,7.123,-10.054,-26.358,7.512,-3.212,-5.202,-11.887,4.378
Goodwill_Intangibles,23.7,25.9,27.1,35.2,35.1,32.9,13.2,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.2,0.0,0.0,0.1,0.2,0.4,1.7,0.0,0.0,0.0,0.0
Revenue,277.3,264.2,153.3,156.7,140.6,120.0,77.6,291.4,109.9,213.5,94.5
Shares_Diluted,0.6517,0.4684,0.4453,0.4959,0.4363,0.433,,0.5191,,,
Total_Assets,149.6,148.6,162.3,174.5,163.3,152.9,105.4,,,,
Total_Liabilities,78.6,82.8,95.6,99.3,93.3,84.6,69.8,,,,
