AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020,03/31/2020
Current_Assets,63.0,62.4,62.2,117.5,154.1,158.7,43.6,42.9,,,
Current_Liabilities,95.8,92.8,84.1,71.7,86.5,64.8,48.8,43.3,,,
Diluted_EPS,-0.77,-0.134,-0.154,-0.102,0.179,-0.305,0.006,-0.146,-0.104,-0.005,0.014
Goodwill_Intangibles,277.0,306.0,308.3,209.8,211.3,198.5,55.0,56.0,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,16.1,18.9,26.7,25.9,29.3,32.8,25.5,28.8,0.0,0.0,0.0
Revenue,35.2,36.3,41.0,39.7,38.3,32.9,27.3,24.7,82.0,17.6,17.8
Shares_Diluted,42.3714,41.6447,41.7345,41.3245,47.4201,39.2926,39.2926,39.2926,,,
Total_Assets,362.9,379.9,380.3,333.8,370.9,362.3,101.4,102.2,,,
Total_Liabilities,171.1,154.1,149.6,102.0,128.9,131.8,83.3,84.6,,,
