AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,46.9,57.7,47.6,13.1,10.0,8.0,9.3,,
Current_Liabilities,10.5,18.7,7.8,13.0,10.4,7.2,8.0,,
Diluted_EPS,-0.022,-0.027,-0.001,0.05,-0.012,-0.02,-0.036,-0.016,0.075
Goodwill_Intangibles,4.0,4.1,1.9,2.0,2.1,2.2,2.2,,
Inventory,6.0,6.1,5.2,0.1,3.0,2.8,2.5,,
LT_Debt,1.2,1.5,1.0,1.1,1.6,2.6,2.6,0.0,0.0
Revenue,14.8,12.3,12.6,10.9,8.6,7.5,9.3,8.4,10.2
Shares_Diluted,19.9716,20.0611,20.0193,14.3373,14.3373,14.3373,14.3373,,
Total_Assets,52.5,63.5,51.2,16.9,14.1,12.1,13.3,,
Total_Liabilities,12.3,20.9,9.6,15.0,12.9,10.8,11.7,,
