AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020,03/31/2020
Current_Assets,171.8,186.5,210.3,184.5,220.5,299.4,404.9,481.4,176.8,,,
Current_Liabilities,178.3,184.6,192.8,196.9,210.3,236.2,277.7,267.0,242.7,,,
Diluted_EPS,-0.094,-0.146,-0.11,-0.136,-0.24,-0.477,-0.131,-0.04,-0.099,-0.07,-0.033,-0.027
Goodwill_Intangibles,163.6,168.3,193.6,200.5,206.7,210.9,304.3,303.8,62.6,,,
Inventory,48.3,54.1,68.0,72.3,100.0,132.7,141.1,74.2,65.7,,,
LT_Debt,40.3,39.7,39.5,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
Revenue,144.9,148.2,166.0,179.1,198.9,216.3,208.1,223.1,226.2,863.6,218.5,169.3
Shares_Diluted,309.141,308.4228,307.949,307.205,306.363,306.0841,304.599,308.1759,304.4259,,,
Total_Assets,415.8,443.4,498.6,490.0,544.2,637.6,858.8,916.0,371.3,,,
Total_Liabilities,226.2,231.9,246.3,209.9,226.0,252.2,333.2,357.5,299.4,,,
