AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,20.2,19.9,21.8,15.5,13.3,11.8,11.9,9.8,9.2,11.0,8.7,10.4,7.8,7.4,4.4,9.1
Current_Liabilities,26.8,29.5,30.1,75.3,68.1,60.1,46.9,73.2,72.3,30.8,34.2,48.8,53.6,55.5,19.5,15.2
Diluted_EPS,0.0,-0.029,0.127,-0.103,-0.145,-0.136,-1.724,-0.751,-1.115,1.385,-0.8270000000000001,0.138,0.128,-1.179,-0.076,-0.035
Goodwill_Intangibles,24.2,24.3,9.0,5.0,,,,,,,,0.0,0.0,0.0,0.0,0.0
Inventory,8.1,6.0,5.5,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,3.1,3.3,3.5,51.1,51.6,51.4,78.8,66.9,69.6,112.1,85.0,66.2,65.8,68.4,92.1,10.9
Revenue,6.6,5.9,7.1,9.7,10.7,10.5,8.8,10.1,9.5,11.8,7.5,9.0,8.7,9.3,1.6,1.9
Shares_Diluted,114.781,113.943,106.2465,87.741,68.1322,66.5611,54.3439,22.6493,14.8579,13.9243,12.2912,10.2873,10.1323,10.1225,87.8631,84.5611
Total_Assets,65.6,69.1,58.2,124.9,111.4,112.7,115.8,155.8,164.1,177.7,131.7,135.0,134.2,138.1,137.2,49.7
Total_Liabilities,48.7,52.1,44.7,133.0,126.4,118.0,132.1,144.6,147.3,149.3,123.1,118.8,123.6,128.8,116.0,29.0
