Q_Report_Date,Date,Q_EPS_Diluted,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,10/30/2020,1.44,1.62,1.62,,,,,,,,
,7/31/2020,1.37,1.54,1.54,1.53,,,,,,,
,4/30/2020,1.29,1.46,1.46,,,,,,,,
,1/31/2020,1.2,1.39,1.39,,,,,,,,
,10/31/2019,1.22,1.45,1.45,1.44,1.47,,,,,,
,7/31/2019,0.9713,1.38,1.37,1.4,1.47,,,,,,
,5/3/2019,0.9831,1.3,1.31,1.33,1.47,,,,,,
,2/1/2019,0.950237043,1.28,1.47,,,,,,,,
,10/31/2018,1.150297508,1.52,1.47,1.3,1.14,,,,,,
,7/31/2018,1.098779985,1.46,1.4,1.23,1.0,,,,,,
,4/30/2018,1.009394895,1.38,1.17,0.89,,,,,,,
,2/2/2018,0.713353412,1.29,1.17,0.88,,,,,,,
,10/27/2017,0.9310178929999999,1.36,1.06,1.01,0.95,1.15,,,,,
,7/28/2017,0.185677836,1.15,0.92,0.88,0.85,,,,,,
,4/28/2017,0.27068687199999997,0.84,0.81,0.76,0.77,,,,,,
,1/31/2017,0.693534477,0.74,0.72,,,,,,,,
,10/28/2016,0.9503390209999999,0.89,0.86,0.98,0.93,0.91,,,,,
,7/29/2016,0.7419870040000001,0.76,0.87,0.88,0.86,,,,,,
,4/29/2016,0.546270616,0.62,0.77,0.82,0.81,,,,,,
,1/29/2016,0.522578329,0.53,0.69,0.73,0.72,,,,,,
,10/30/2015,0.304212957,0.83,0.8,0.78,0.77,0.74,0.73,,,,
,7/31/2015,0.6803483490000001,0.74,0.77,0.74,0.71,0.7,,,,,
,5/1/2015,0.6476579179999999,0.72,0.69,0.7,0.68,0.67,0.66,0.62,,,
,1/30/2015,0.5662529620000001,0.61,0.62,0.61,0.6,0.59,0.68,,,,
,10/31/2014,0.343029274,0.68,0.67,0.66,0.65,0.64,0.63,0.62,0.69,0.7,0.63
,8/1/2014,0.566383171,0.63,0.61,0.6,0.59,0.67,0.56,,,,
,4/30/2014,0.588769487,0.56,0.55,0.63,0.48,,,,,,
,1/31/2014,0.479804539,0.48,0.57,0.58,,,,,,,
,10/31/2013,0.635384092,0.58,0.59,0.54,,,,,,,
,8/2/2013,0.55894414,0.54,0.58,0.52,,,,,,,
,5/3/2013,0.52485257,0.52,0.51,0.52,0.59,0.44,,,,,
,2/1/2013,0.422921602,0.45,0.54,0.57,,,,,,,
,11/2/2012,0.581862876,0.57,,,,,,,,,
,8/3/2012,0.555961999,0.56,,,,,,,,,
,5/4/2012,0.53282678,0.51,,,,,,,,,
,2/3/2012,0.45619593399999997,,,,,,,,,,
,10/28/2011,0.600283253,,,,,,,,,,
,7/29/2011,0.7123539240000001,,,,,,,,,,
,4/29/2011,0.7810437990000001,,,,,,,,,,
,1/28/2011,0.7191433970000001,,,,,,,,,,
,10/29/2010,0.733570038,,,,,,,,,,
,7/30/2010,0.651573646,,,,,,,,,,
,4/30/2010,0.546502047,,,,,,,,,,
,1/29/2010,0.395114655,,,,,,,,,,
,10/30/2009,0.360812168,,,,,,,,,,
,7/31/2009,0.223348938,,,,,,,,,,
,5/1/2009,0.17696942300000001,,,,,,,,,,
,1/30/2009,0.08566239099999999,,,,,,,,,,
,10/31/2008,0.484234795,,,,,,,,,,
,8/1/2008,0.469856034,,,,,,,,,,
,5/2/2008,0.450589112,,,,,,,,,,
,2/1/2008,1.218428318,,,,,,,,,,
,10/31/2007,0.31,,,,,,,,,,
,7/31/2007,0.37,,,,,,,,,,
,4/30/2007,0.37,,,,,,,,,,
,1/31/2007,0.44,,,,,,,,,,
,10/31/2006,0.39,,,,,,,,,,
,7/31/2006,0.39,,,,,,,,,,
,4/28/2006,0.39,,,,,,,,,,
,1/31/2006,0.32,,,,,,,,,,
,10/31/2005,0.18,,,,,,,,,,
,7/29/2005,0.32,,,,,,,,,,
,4/29/2005,0.31,,,,,,,,,,
,1/31/2005,0.28,,,,,,,,,,
,10/29/2004,0.34,,,,,,,,,,
,7/30/2004,0.43,,,,,,,,,,
,4/30/2004,0.39,,,,,,,,,,
,1/30/2004,0.3,,,,,,,,,,
,10/31/2003,0.23,,,,,,,,,,
,8/1/2003,0.21,,,,,,,,,,
,5/2/2003,0.19,,,,,,,,,,
,1/31/2003,0.16,,,,,,,,,,
,11/1/2002,0.1,,,,,,,,,,
,8/2/2002,0.08,,,,,,,,,,
,5/3/2002,0.04,,,,,,,,,,
,2/1/2002,0.06,,,,,,,,,,
,11/2/2001,0.07,,,,,,,,,,
,8/3/2001,0.1,,,,,,,,,,
,5/4/2001,0.27,,,,,,,,,,
,2/2/2001,0.5,,,,,,,,,,
,10/27/2000,0.53,,,,,,,,,,
,7/28/2000,0.5,,,,,,,,,,
,4/28/2000,0.32,,,,,,,,,,
,1/28/2000,0.25,,,,,,,,,,
,10/29/1999,0.21,,,,,,,,,,
,7/30/1999,0.15,,,,,,,,,,
,4/30/1999,0.11,,,,,,,,,,
,1/29/1999,0.09,,,,,,,,,,
,10/30/1998,-0.055,,,,,,,,,,
,7/31/1998,0.03,,,,,,,,,,
,5/1/1998,0.14,,,,,,,,,,
