Q_Report_Date,Date,Q_EPS_Diluted,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,3/31/2009,0.092277889,,,,,,,,,,
,12/31/2008,-0.14,,,,,,,,,,
,9/30/2008,0.48,,,,,,,,,,
,6/30/2008,0.62,,,,,,,,,,
,3/31/2008,0.64,,,,,,,,,,
,12/31/2007,0.35333333299999997,,,,,,,,,,
,9/28/2007,0.71,,,,,,,,,,
,6/29/2007,0.823333333,,,,,,,,,,
,3/30/2007,0.6233333329999999,,,,,,,,,,
,12/29/2006,0.7433333329999999,,,,,,,,,,
,9/29/2006,0.59,,,,,,,,,,
,6/30/2006,0.496666667,,,,,,,,,,
,3/31/2006,0.47666666700000004,,,,,,,,,,
,12/30/2005,0.475,,,,,,,,,,
,9/30/2005,0.418333333,,,,,,,,,,
,6/30/2005,0.35333333299999997,,,,,,,,,,
,3/31/2005,0.33833333299999996,,,,,,,,,,
,12/31/2004,0.415,,,,,,,,,,
,9/30/2004,0.245,,,,,,,,,,
,6/30/2004,0.261666667,,,,,,,,,,
,3/31/2004,0.19,,,,,,,,,,
,12/31/2003,0.081,,,,,,,,,,
,9/30/2003,0.0675,,,,,,,,,,
,6/30/2003,0.0405,,,,,,,,,,
,3/31/2003,0.0375,,,,,,,,,,
,12/31/2002,0.027000000000000003,,,,,,,,,,
,9/30/2002,0.027000000000000003,,,,,,,,,,
,6/28/2002,0.051,,,,,,,,,,
,3/28/2002,0.009000000000000001,,,,,,,,,,
,12/31/2001,0.0225,,,,,,,,,,
,9/28/2001,0.021,,,,,,,,,,
,6/29/2001,0.0135,,,,,,,,,,
,3/30/2001,0.03,,,,,,,,,,
,12/29/2000,0.057,,,,,,,,,,
,9/29/2000,0.0525,,,,,,,,,,
,6/30/2000,0.033,,,,,,,,,,
,3/31/2000,0.0315,,,,,,,,,,
,12/31/1999,0.018000000000000002,,,,,,,,,,
,9/30/1999,0.0225,,,,,,,,,,
,6/30/1999,0.0075,,,,,,,,,,
,3/31/1999,0.0075,,,,,,,,,,
,12/31/1998,0.006,,,,,,,,,,
,9/30/1998,0.0375,,,,,,,,,,
,6/30/1998,0.0345,,,,,,,,,,
,3/31/1998,0.024,,,,,,,,,,
,12/31/1997,0.057,,,,,,,,,,
,9/30/1997,0.075,,,,,,,,,,
,6/30/1997,0.111,,,,,,,,,,
,3/31/1997,0.105,,,,,,,,,,
,12/31/1996,0.09,,,,,,,,,,
,9/30/1996,0.0705,,,,,,,,,,
,6/28/1996,0.084,,,,,,,,,,
