CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,9/30/2023,,0.25,11/23/2022,0.25,10/23/2022,0.25,9/17/2022,0.25,8/14/2022,0.3,7/22/2022,0.3,6/20/2022,0.33,5/13/2022,0.34,4/17/2022,0.38,3/12/2022,0.38,2/5/2022,,1/20/2022,0.28,12/16/2021,0.29,11/13/2021,0.29,10/18/2021,0.29,9/15/2021,0.33,8/8/2021,0.31,7/12/2021,0.31,6/11/2021,0.31,5/10/2021,0.33,4/17/2021,0.33,3/14/2021,0.34,2/12/2021,0.34,2/11/2021,0.198467742
,,6/30/2023,,0.21,,0.21,,0.21,,0.21,,0.26,,0.27,,0.31,,0.31,,0.31,,0.31,,,,0.25,,0.25,,0.25,,0.25,,0.31,,0.29,,0.29,,0.29,,0.32,,0.32,,0.33,,0.33,,0.207096774
,,3/30/2023,,0.22,,0.22,,0.22,,0.22,,0.27,,0.27,,0.29,,0.31,,0.31,,0.31,,,,0.27,,0.28,,0.28,,0.28,,0.3,,0.29,,0.29,,0.29,,0.31,,0.31,,0.33,,0.33,,0.302016129
,,12/30/2022,,0.2,,0.2,,0.2,,0.2,,0.24,,0.24,,0.26,,0.28,,0.28,,0.28,,,,0.25,,0.26,,0.26,,0.26,,0.29,,0.27,,0.27,,0.27,,0.31,,0.31,,0.34,,0.34,,0.362419355
,11/22/2022,9/30/2022,0.13,0.21,,0.15,,0.15,,0.15,,0.2,,0.2,,0.26,,0.3,,0.3,,0.28,,0.28,,0.28,12/16/2021,0.29,11/13/2021,0.29,10/18/2021,0.29,9/15/2021,0.33,8/8/2021,0.31,7/12/2021,0.31,6/11/2021,0.31,5/10/2021,0.33,4/17/2021,0.33,3/14/2021,0.34,2/12/2021,0.34,2/11/2021,0.198467742
,8/5/2022,6/30/2022,-0.16,0.16,,0.16,,0.19,,0.23,,0.25,,0.26,,0.25,,0.25,,0.25,,0.25,,0.25,,0.25,,0.31,,0.29,,0.29,,0.29,,0.32,,0.32,,0.33,,0.33,,0.207096774,,,,,,
,5/6/2022,3/31/2022,0.65,0.48,,0.48,,0.32,,0.27,,0.27,,0.27,,0.28,,0.28,,0.28,,0.3,,0.29,,0.29,,0.29,,0.31,,0.31,,0.33,,0.33,,0.302016129,,,,,,,,,,,,
,2/4/2022,12/31/2021,0.35,0.35,,0.25,,0.25,,0.26,,0.26,,0.26,,0.29,,0.27,,0.27,,0.27,,0.31,,0.31,,0.34,,0.34,,0.362419355,,,,,,,,,,,,,,,,,,
,11/12/2021,9/30/2021,0.15,0.23,,0.21,,0.21,,0.25,,0.25,,0.25,,0.25,,0.3,,0.3,,0.33,,0.33,,0.23,,0.25,,0.1,,0.099354839,,,,,,,,,,,,,,,,,,
,8/6/2021,6/30/2021,0.26,0.22,,0.31,,0.31,,0.31,,0.32,,0.32,,0.36,,0.36,,0.24,,0.23,,0.25,,0.09,,0.099354839,,,,,,,,,,,,,,,,,,,,,,
