CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,12/31/2021,1.444046586,5/20/2020,1.444046586,,1.450063384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2021,1.381301205,,1.381301205,,1.392967138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2021,1.328938153,,1.328938153,,1.337683471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2021,1.269804016,,1.269804016,,1.281493515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2020,1.2796,,1.2796,,1.28,,1.294,,1.04,,0.9336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2020,1.224,,1.224,,1.2296,,1.2088,,1.056,,0.9612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2020,1.1776,,1.1776,,1.1808,,1.1656,,1.0488,,0.9644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/28/2020,3/31/2020,1.08460815,,1.1252,,1.1312,,1.098,,0.9292,,0.9592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/11/2020,12/31/2019,0.934838717,,0.9896,,0.9944,,0.9964,,0.7396,,0.6984,,0.6068,,0.5752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/28/2019,9/30/2019,3.911876676,,0.8844,,0.8156,,0.7528,,0.6328,,0.6376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30/2019,6/28/2019,0.945790304,,0.7428,,0.7468,,0.5992,,0.6168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/30/2019,3/29/2019,0.737196335,,0.628,,0.5884,,0.6044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/12/2019,12/31/2018,0.527117195,,0.408,,0.4396,,0.4412,,0.8964,,0.9084,,0.9228,,1.0092,,1.0324,,1.1524,,1.142,,1.156,,1.1576,,1.1652,,1.3588,,1.3632,,1.4724,,1.386,,1.2452,,1.2572,,1.3224,,1.3244,,1.4404,,1.3996,,1.4012,,1.3296,,1.3336,,1.334,,,,,,,,,,,,,,
,10/29/2018,9/28/2018,0.494704135,,0.5032,,0.8208,,0.8256,,0.8576,,0.8984,,0.9552,,0.9332,,0.9424,,0.9448,,0.95,,1.0528,,1.056,,1.112,,1.1408,,1.1204,,1.142,,1.2024,,1.1032,,1.204,,1.2536,,1.264,,1.266,,1.214,,1.218,,0.7134176,,,,,,,,,,,,,,,,,,
,7/31/2018,6/29/2018,0.64531027,,0.5736,,0.574,,0.7092,,0.7188,,0.756,,0.7876,,0.8496,,0.8504,,0.8584,,0.8608,,0.8656,,0.9624,,0.9652,,1.0268,,1.0868,,0.9876,,1.0472,,1.1032,,1.1064,,1.1052,,1.2056,,1.2544,,1.256,,1.184,,1.1876,,1.188,,0.50194024,,,,,,,,,,,,,,
,4/30/2018,3/29/2018,0.227280669,,0.414,,0.4984,,0.5548,,0.5824,,0.7076,,0.768,,0.8372,,0.846,,0.8484,,0.8532,,0.9504,,0.9532,,1.0132,,0.8272,,0.9316,,1.0108,,1.1064,,1.0216,,1.108,,1.132,,1.2016,,1.2032,,1.1784,,1.182,,1.1824,,0.53761112,,,,,,,,,,,,,,,,
,2/6/2018,12/29/2017,0.388333969,,1.6,,0.5328,,0.5764,,0.604,,0.6064,,0.6808,,0.682,,0.692,,0.7116,,0.8204,,0.836,,0.8376,,0.8372,,0.8344,,0.8368,,0.8952,,1.0216,,0.9552,,1.0316,,1.0528,,1.0572,,1.0604,,1.0644,,1.0664,,1.0656,,1.104,,1.1148,,1.0128,,1.0736,,1.1436,,1.0504,,0.874,,0.7604,,0.70577384
,10/24/2017,9/29/2017,0.76188267,,1.4,,0.734,,0.76,,0.7712,,0.7724,,0.7732,,0.7708,,0.7728,,0.8316,,0.9552,,1.0236,,0.9604,,0.9852,,0.9876,,0.9904,,0.9964,,0.9972,,0.9964,,1.0424,,1.0732,,1.0168,,0.9816,,1.0256,,0.9824,,0.826,,0.6784,,0.9809492,,,,,,,,,,,,,,
,7/25/2017,6/30/2017,0.89648057,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
