CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sometimes Adjusted,,1/30/2026,,0.73,7/21/2024,0.85,6/15/2024,0.09,4/14/2024,0.02,3/9/2024,0.33,2/18/2024,0.32,1/11/2024,0.67,12/3/2023,0.48,11/16/2023,0.68,10/11/2023,0.89,9/3/2023,0.54,8/13/2023,0.72,7/3/2023,,5/27/2023,0.72,4/13/2023,1.02,3/4/2023,1.22,2/14/2023,1.22,1/8/2023,1.82,12/4/2022,2.47,11/8/2022,2.47,10/6/2022,2.48,9/3/2022,2.15,8/4/2022,2.15,7/1/2022,2,5/31/2022,,4/10/2022,2.71,3/9/2022,2.65,1/20/2022,2.83,12/15/2021,3.07,11/12/2021,3.07,10/10/2021,3.1,9/8/2021,3.19,8/2/2021,3.19,6/27/2021,3.56,5/28/2021,3.56,5/11/2021,3.08,4/11/2021,3.05,3/13/2021,3.49,1/7/2021,3.6,12/7/2020,3.55,10/23/2020,3.55,10/22/2020,3.1
,,10/30/2025,,-2.87,,-2.89,,-3.33,,-3.4,,-3.16,,-3.14,,-3.19,,-3.9,,-3.49,,-3.41,,-2.08,,-1.9,,,,-2.03,,-1.53,,-1.28,,-1.28,,-1.11,,-0.97,,-0.97,,-0.96,,-0.84,,-0.84,,-1.12,,,,-0.01,,0.07,,0.04,,0.04,,0.04,,0.07,,0.28,,0.28,,0.41,,0.41,,0.06,,0.07,,0.12,,0.15,,0.15,,0.15,,-0.14
,,7/30/2025,,-2.87,,-2.69,,-2.78,,-2.8,,-2.39,,-0.232,,-2.23,,-2.17,,-1.95,,-2.11,,-2.79,,-2.35,,,,-1.51,,-0.8,,-0.55,,-0.55,,-0.39,,0.01,,0.01,,0.01,,0.18,,0.18,,-1.72,,,,0.92,,1,,1,,1.16,,1.16,,1.2,,1.32,,1.32,,1.44,,1.44,,1.06,,1.07,,1.24,,1.24,,1.28,,1.28,,1.35
,,4/30/2025,,-3.24,,-3.24,,-3.9,,-3.77,,-2.83,,-2.77,,-2.76,,-2.59,,-2.35,,-2.36,,-2.22,,-1.97,,,,-1.73,,-0.22,,0.26,,0.26,,0.1,,0.57,,0.57,,0.57,,0.7,,0.7,,-0.39,,,,1.14,,1.32,,1.37,,1.84,,1.84,,1.88,,2.13,,2.13,,1.76,,1.76,,1.44,,1.44,,1.32,,1.29,,1.24,,1.24,,0.98
,,1/30/2025,,-0.08,4/14/2024,0.08,4/14/2024,0.09,4/14/2024,0.02,3/9/2024,0.33,2/18/2024,0.32,1/11/2024,0.67,12/3/2023,0.48,11/16/2023,0.68,10/11/2023,0.89,9/3/2023,0.54,8/13/2023,0.72,7/3/2023,,5/27/2023,0.72,4/13/2023,1.02,3/4/2023,1.22,2/14/2023,1.22,1/8/2023,1.82,12/4/2022,2.47,11/8/2022,2.47,10/6/2022,2.48,9/3/2022,2.15,8/4/2022,2.15,7/1/2022,2,5/31/2022,,4/10/2022,2.71,3/9/2022,2.65,1/20/2022,2.83,12/15/2021,3.07,11/12/2021,3.07,10/10/2021,3.1,9/8/2021,3.19,8/2/2021,3.19,6/27/2021,3.56,5/28/2021,3.56,5/11/2021,3.08,4/11/2021,3.05,3/13/2021,3.49,1/7/2021,3.6,12/7/2020,3.55,10/23/2020,3.55,10/22/2020,3.1
,,10/30/2024,,-3.48,,-3.48,,-3.33,,-3.4,,-3.16,,-3.14,,-3.19,,-3.9,,-3.49,,-3.41,,-2.08,,-1.9,,,,-2.03,,-1.53,,-1.28,,-1.28,,-1.11,,-0.97,,-0.97,,-0.96,,-0.84,,-0.84,,-1.12,,,,-0.01,,0.07,,0.04,,0.04,,0.04,,0.07,,0.28,,0.28,,0.41,,0.41,,0.06,,0.07,,0.12,,0.15,,0.15,,0.15,,-0.14
,,7/30/2024,,-3.47,,-3.38,,-2.78,,-2.8,,-2.39,,-0.232,,-2.23,,-2.17,,-1.95,,-2.11,,-2.79,,-2.35,,,,-1.51,,-0.8,,-0.55,,-0.55,,-0.39,,0.01,,0.01,,0.01,,0.18,,0.18,,-1.72,,,,0.92,,1,,1,,1.16,,1.16,,1.2,,1.32,,1.32,,1.44,,1.44,,1.06,,1.07,,1.24,,1.24,,1.28,,1.28,,1.35
,6/6/2024,4/30/2024,-6.99,-4.51,,-3.9,,-3.77,,-2.83,,-2.77,,-2.76,,-2.59,,-2.35,,-2.36,,-2.22,,-1.97,,,,-1.73,,-0.22,,0.26,,0.26,,0.1,,0.57,,0.57,,0.57,,0.7,,0.7,,-0.39,,,,1.14,,1.32,,1.37,,1.84,,1.84,,1.88,,2.13,,2.13,,1.76,,1.76,,1.44,,1.44,,1.32,,1.29,,1.24,,1.24,,0.98,,
,3/7/2024,1/30/2024,-1.05,-0.28,5/27/2023,-0.23,5/27/2023,-0.18,5/27/2023,0.08,5/27/2023,0.18,5/27/2023,0.24,5/27/2023,0.32,5/27/2023,0.66,5/27/2023,0.63,5/27/2023,0.69,5/27/2023,0.72,4/13/2023,1.02,3/4/2023,1.22,2/14/2023,1.22,1/8/2023,1.82,12/4/2022,2.47,11/8/2022,2.47,10/6/2022,2.48,9/3/2022,2.15,8/4/2022,2.15,7/1/2022,2,5/31/2022,,4/10/2022,2.71,3/9/2022,2.65,1/20/2022,2.83,12/15/2021,3.07,11/12/2021,3.07,10/10/2021,3.1,9/8/2021,3.19,8/2/2021,3.19,6/27/2021,3.56,5/28/2021,3.56,5/11/2021,3.08,4/11/2021,3.05,3/13/2021,3.49,1/7/2021,3.6,12/7/2020,3.55,10/23/2020,3.55,10/22/2020,3.1,,,,,,
,11/30/2023,10/30/2023,0.16,-4.38,,-4.68,,-4.64,,-4.64,,-2.7,,-2.61,,-2.47,,-2.03,,-1.53,,-1.28,,-1.28,,-1.11,,-0.97,,-0.97,,-0.96,,-0.84,,-0.84,,-1.12,,,,-0.01,,0.07,,0.04,,0.04,,0.04,,0.07,,0.28,,0.28,,0.41,,0.41,,0.06,,0.07,,0.12,,0.15,,0.15,,0.15,,-0.14,,,,,,,,,,,,
