Q_Report_Date,Date,Q_EPS_Diluted,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,2/28/2020,0.34,0.27,0.27,,,,
,11/29/2019,0.37,0.31,0.31,,,,
,8/30/2019,0.4,0.33,0.33,,,,
,5/31/2019,0.42,0.28,0.28,,,,
,2/28/2019,0.36,0.29,0.29,,,,
,11/30/2018,0.4,0.33,0.33,0.32,,,
,8/31/2018,0.39,0.33,0.33,0.32,,,
,5/31/2018,0.364575111,0.28,,,,,
,2/28/2018,0.32693286899999996,0.27,0.26,,,,
,11/30/2017,0.325831645,0.27,0.28,0.31,0.24,,
,8/31/2017,0.336671121,0.3,0.28,0.24,0.25,,
,5/31/2017,0.306013491,0.24,0.25,0.27,0.25,0.34,
,2/28/2017,0.24073745600000002,0.24,0.25,0.26,0.31,0.35,
,11/30/2016,0.223488806,0.25,0.26,0.3,0.46,0.35,0.33
,8/31/2016,0.26182562,0.26,0.36,0.32,0.45,0.43,
,5/31/2016,-0.6539139629999999,0.31,0.28,0.39,0.37,,
,2/29/2016,0.18807705600000002,0.28,0.36,0.37,0.35,0.34,
,11/30/2015,0.414876409,0.36,0.37,0.34,0.25,0.27,
,8/31/2015,0.42991826299999997,0.39,0.26,0.3,,,
,5/29/2015,0.35825541200000005,0.35,0.21,0.22,,,
,2/27/2015,0.33555745200000003,0.28,,,,,
,11/28/2014,-2.7638739739999996,0.34,,,,,
,8/29/2014,0.38519075399999997,0.37,,,,,
,5/30/2014,0.309073132,0.37,,,,,
,2/28/2014,-0.553450367,0.29,,,,,
,11/29/2013,0.357420564,0.4,,,,,
,8/30/2013,0.375105416,,,,,,
,5/31/2013,0.326452363,,,,,,
,2/28/2013,0.27140817300000003,,,,,,
,11/30/2012,0.236889646,,,,,,
,8/31/2012,0.29187490899999996,,,,,,
,5/31/2012,0.14928470900000002,,,,,,
,2/28/2012,0.127816374,,,,,,
,11/30/2011,0.265542654,,,,,,
,8/31/2011,0.374097147,,,,,,
,5/31/2011,0.440667704,,,,,,
,2/28/2011,0.37928777399999997,,,,,,
,11/30/2010,0.37221359,,,,,,
,8/31/2010,0.46860061,,,,,,
,5/28/2010,0.5044499720000001,,,,,,
,2/26/2010,0.38120711700000004,,,,,,
,11/30/2009,0.35588442600000003,,,,,,
,8/31/2009,0.37026840200000005,,,,,,
,5/29/2009,0.25680407899999996,,,,,,
,2/27/2009,-2.439744087,,,,,,
,11/28/2008,0.38266467,,,,,,
,8/29/2008,0.361980422,,,,,,
,5/30/2008,0.422679965,,,,,,
,2/29/2008,0.42877030200000005,,,,,,
,11/30/2007,0.446851447,,,,,,
,8/31/2007,0.430784483,,,,,,
,5/31/2007,0.417240117,,,,,,
,2/28/2007,0.30303971399999996,,,,,,
,11/30/2006,0.419459153,,,,,,
,8/31/2006,0.452398985,,,,,,
,5/31/2006,0.43930586299999996,,,,,,
,2/28/2006,0.361668221,,,,,,
,11/30/2005,0.392256991,,,,,,
,8/31/2005,0.41061615100000004,,,,,,
,5/31/2005,0.410936132,,,,,,
