Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2.1,Q_EPS_Projections_Date_2.1,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,12/31/2020,0.82,4/14/2020,0.85,3/13/2020,0.83,3/8/2020,0.83,,0.84,,0.853938462,,
,9/30/2020,0.76,,0.79,,0.78,,0.78,,0.79,,0.78,,0.775415385
,6/30/2020,0.72,,0.75,,0.78,,0.78,,0.77,,0.7656,,
,3/31/2020,0.78,,0.74,,0.77,,0.77,,0.775415385,,,,
2/19/2019,12/31/2019,1.76,,0.86,,0.84,,0.85,,0.87,,0.86,,0.82
10/31/2019,9/30/2019,1.11,,0.8,,0.78,,0.79,,0.78,,0.77,,
7/31/2019,6/28/2019,0.926609186,,0.8,,0.78,,0.77,,0.74,,,,
5/1/2019,3/29/2019,1.005283646,,0.8,,0.79,,0.78,,0.77,,,,
2/17/2019,12/31/2018,0.975165937,,0.87,,0.84,,0.82,,0.78,,,,
10/24/2018,9/28/2018,1.022208082,,0.78,,0.77,,0.76,,,,,,
8/1/2018,6/29/2018,0.880066083,,0.77,,0.76,,0.72,,,,,,
4/25/2018,3/29/2018,0.839414446,,0.77,,0.74,,,,,,,,
2/26/2018,12/29/2017,0.03372103,,0.85,,0.84,,1,,1.08,,1.07,,1.11
10/25/2017,9/29/2017,0.861764492,,0.79,,0.94,,1.01,,0.99,,1,,
7/27/2017,6/30/2017,0.805129613,,0.77,,0.92,,0.93,,0.95,,,,
4/26/2017,3/31/2017,0.70327156,,0.91,,0.92,,0.89,,0.87,,0.86,,
2/22/2017,12/30/2016,0.992835479,,0.98,,0.99,,1,,1.02,,1.01,,
10/26/2016,9/30/2016,0.932559765,,0.9,,0.88,,,,,,,,
7/28/2016,6/30/2016,0.867292879,,0.89,,,,,,,,,,
4/27/2016,3/31/2016,1.265772651,,0.83,,,,,,,,,,
,12/31/2015,1.205648536,,0.9,,,,,,,,,,
,9/30/2015,0.93945102,,0.84,,,,,,,,,,
,6/30/2015,0.750469141,,0.79,,,,,,,,,,
,3/31/2015,0.79433084,,0.74,,,,,,,,,,
,12/31/2014,0.887865461,,0.78,,,,,,,,,,
,9/30/2014,0.712052762,,0.66,,,,,,,,,,
,6/30/2014,0.676003056,,0.61,,,,,,,,,,
,3/31/2014,0.558593575,,0.63,,,,,,,,,,
,12/31/2013,0.903462898,,0.56,,,,,,,,,,
,9/30/2013,0.515663801,,0.48,,,,,,,,,,
,6/28/2013,0.407111921,,0.5,,,,,,,,,,
,3/28/2013,0.472770182,,0.48,,,,,,,,,,
,12/31/2012,0.49391776,,,,,,,,,,,,
,9/28/2012,0.382990754,,,,,,,,,,,,
,6/29/2012,0.185222096,,,,,,,,,,,,
,3/30/2012,0.515537917,,,,,,,,,,,,
,12/30/2011,0.32138069,,,,,,,,,,,,
,9/30/2011,0.261054724,,,,,,,,,,,,
,6/30/2011,0.243759228,,,,,,,,,,,,
,3/31/2011,0.354371756,,,,,,,,,,,,
,12/31/2010,0.442666224,,,,,,,,,,,,
,9/30/2010,0.229578981,,,,,,,,,,,,
,6/30/2010,0.544049991,,,,,,,,,,,,
,3/31/2010,0.583675864,,,,,,,,,,,,
,12/31/2009,0.339150043,,,,,,,,,,,,
,9/30/2009,0.735629579,,,,,,,,,,,,
,6/30/2009,0.669729778,,,,,,,,,,,,
,3/31/2009,0.540943524,,,,,,,,,,,,
,12/31/2008,0.281229921,,,,,,,,,,,,
,9/30/2008,0.654484369,,,,,,,,,,,,
,6/30/2008,0.631531806,,,,,,,,,,,,
,3/31/2008,0.589293874,,,,,,,,,,,,
,12/31/2007,0.918042292,,,,,,,,,,,,
,9/28/2007,0.582029981,,,,,,,,,,,,
,6/29/2007,0.559042719,,,,,,,,,,,,
,3/30/2007,0.416475021,,,,,,,,,,,,
,12/29/2006,0.703516967,,,,,,,,,,,,
,9/29/2006,0.416289093,,,,,,,,,,,,
,6/30/2006,0.393741857,,,,,,,,,,,,
,3/31/2006,0.360703134,,,,,,,,,,,,
