Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2.1,Q_EPS_Projections_Date_2.1,Unnamed: 9,Unnamed: 10,Unnamed: 11
,12/31/2021,0.65,4/27/2020,0.65,3/17/2020,,,,,,,
,9/30/2021,0.61,,0.61,,,,,,,,
,6/30/2021,0.5,,0.5,,,,,,,,
,3/31/2021,0.5,,0.5,,,,,,,,
,12/31/2020,0.69,3/17/2020,0.8,3/17/2020,0.8,3/8/2020,0.8,,0.86,,0.9
,9/30/2020,0.66,,0.77,,0.78,,0.78,,0.8,,0.86
,6/30/2020,0.6,,0.76,,0.76,,0.76,,0.78,,0.84
4/27/2020,3/31/2020,0.67,,0.77,,0.75,,0.75,,0.77,,0.84
1/27/2020,12/31/2019,0.86,,0.77,,0.79,,0.84,,0.85,,0.84
10/25/2019,9/30/2019,0.83,,0.77,,0.78,,0.81,,0.83,,
7/25/2019,6/28/2019,0.842438051,,0.81,,0.82,,0.8,,,,
4/25/2019,3/29/2019,0.844798657,,0.81,,0.79,,0.78,,,,
1/25/2019,12/31/2018,0.829744171,,0.79,,0.78,,0.66,,0.67,,0.64
10/25/2018,9/28/2018,0.798985409,,0.78,,0.75,,0.63,,0.62,,0.75
7/25/2018,6/29/2018,0.783454462,,0.75,,0.73,,0.61,,0.59,,0.7
4/25/2018,3/29/2018,0.713550105,,0.7,,0.61,,0.6,,0.58,,
1/25/2018,12/29/2017,0.452388917,,0.61,,0.6,,0.59,,0.58,,0.6
10/25/2017,9/29/2017,0.616805092,,0.6,,0.58,,0.57,,0.56,,
7/25/2017,6/30/2017,0.599688282,,0.55,,0.54,,0.53,,,,
4/25/2017,3/31/2017,0.567038712,,0.52,,,,,,,,
,12/30/2016,0.52989903,,0.52,,,,,,,,
,9/30/2016,0.529501814,,0.5,,,,,,,,
,6/30/2016,0.504139075,,0.48,,,,,,,,
,3/31/2016,0.484803145,,0.46,,,,,,,,
,12/31/2015,0.485142654,,0.47,,,,,,,,
,9/30/2015,0.457621535,,0.46,,,,,,,,
,6/30/2015,0.451048942,,0.46,,,,,,,,
,3/31/2015,0.442181204,,0.43,,,,,,,,
,12/31/2014,0.44,,0.46,,,,,,,,
,9/30/2014,0.46,,0.46,,,,,,,,
,6/30/2014,0.453333333,,0.66,,,,,,,,
,3/31/2014,0.393333333,,0.61,,,,,,,,
,12/31/2013,0.42,,0.61,,,,,,,,
,9/30/2013,0.393333333,,0.59,,,,,,,,
,6/28/2013,0.373333333,,0.55,,,,,,,,
,3/28/2013,0.373333333,,0.53,,,,,,,,
,12/31/2012,0.346666667,,,,,,,,,,
,9/28/2012,0.38,,,,,,,,,,
,6/29/2012,0.36,,,,,,,,,,
,3/30/2012,0.346666667,,,,,,,,,,
,12/30/2011,0.333333333,,,,,,,,,,
,9/30/2011,0.346666667,,,,,,,,,,
,6/30/2011,0.326666667,,,,,,,,,,
,3/31/2011,0.246666667,,,,,,,,,,
,12/31/2010,0.24,,,,,,,,,,
,9/30/2010,0.266666667,,,,,,,,,,
,6/30/2010,0.16,,,,,,,,,,
,3/31/2010,0.213333333,,,,,,,,,,
,12/31/2009,0.213333333,,,,,,,,,,
,9/30/2009,0.24,,,,,,,,,,
,6/30/2009,0.193333333,,,,,,,,,,
,3/31/2009,0.193333333,,,,,,,,,,
,12/31/2008,0.233333333,,,,,,,,,,
,9/30/2008,0.28,,,,,,,,,,
,6/30/2008,0.26,,,,,,,,,,
,3/31/2008,0.28,,,,,,,,,,
,12/31/2007,0.266666667,,,,,,,,,,
,9/28/2007,0.233333333,,,,,,,,,,
,6/29/2007,0.28,,,,,,,,,,
,3/30/2007,0.253333333,,,,,,,,,,
,12/29/2006,0.246666667,,,,,,,,,,
,9/29/2006,0.253333333,,,,,,,,,,
,6/30/2006,0.26,,,,,,,,,,
,3/31/2006,0.246666667,,,,,,,,,,
,12/30/2005,0.27,,,,,,,,,,
,9/30/2005,0.243333333,,,,,,,,,,
,6/30/2005,0.24,,,,,,,,,,
,3/31/2005,0.22,,,,,,,,,,
,12/31/2004,0.206666667,,,,,,,,,,
,9/30/2004,0.216666667,,,,,,,,,,
,6/30/2004,0.183333333,,,,,,,,,,
,3/31/2004,0.193333333,,,,,,,,,,
,12/31/2003,0.163333333,,,,,,,,,,
,9/30/2003,0.2,,,,,,,,,,
,6/30/2003,0.21,,,,,,,,,,
,3/31/2003,0.196666667,,,,,,,,,,
,12/31/2002,0.19,,,,,,,,,,
,9/30/2002,0.166666667,,,,,,,,,,
,6/28/2002,0.17,,,,,,,,,,
,3/28/2002,0.166666667,,,,,,,,,,
,12/31/2001,0.16,,,,,,,,,,
,9/28/2001,0.156666667,,,,,,,,,,
,6/29/2001,0.136666667,,,,,,,,,,
,3/30/2001,0.123333333,,,,,,,,,,
,12/29/2000,0.13,,,,,,,,,,
,9/29/2000,0.133333333,,,,,,,,,,
,6/30/2000,0.143333333,,,,,,,,,,
,3/31/2000,0.126666667,,,,,,,,,,
,12/31/1999,0.113333333,,,,,,,,,,
,9/30/1999,0.12,,,,,,,,,,
,6/30/1999,0.123333333,,,,,,,,,,
,3/31/1999,0.12,,,,,,,,,,
,12/31/1998,0.113333333,,,,,,,,,,
,9/30/1998,0.11,,,,,,,,,,
,6/30/1998,0.116666667,,,,,,,,,,
,3/31/1998,0.113333333,,,,,,,,,,
,12/31/1997,0.095,,,,,,,,,,
