Q_Report_Date,Date,Q_EPS_Diluted,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,1/29/2021,0.81,0.83,0.83,0.95,0.956319703,0.947246377,,,,,
,10/30/2020,0.8,0.77,0.77,0.88,0.841561338,0.8724637679999999,,,,,
,7/31/2020,0.77,0.73,0.73,0.82,0.841561338,0.86,,,,,
,4/30/2020,0.73,0.72,0.72,0.82,0.81,0.777806691,0.760289855,,,,
,1/31/2020,0.61,0.66,0.66,0.79,0.78,0.74,0.75,0.76,0.74,0.75,0.74
,10/31/2019,0.66,0.62,0.62,0.61,0.71,0.72,0.65,0.66,0.7,0.67,0.7
,7/31/2019,0.114465409,0.47,0.66,0.69,0.68,0.67,0.63,0.64,,,
,4/30/2019,0.494325347,0.61,0.63,0.62,,,,,,,
,1/31/2019,0.460559796,0.55,0.57,,,,,,,,
,10/31/2018,0.13375796199999998,0.5,0.51,0.54,0.57,0.45,,,,,
,7/31/2018,0.38630491,0.47,0.52,0.43,,,,,,,
,4/30/2018,0.45623342200000006,0.46,0.45,0.38,,,,,,,
,1/31/2018,0.09013775199999999,0.34,,,,,,,,,
,10/31/2017,0.069629565,0.37,0.35,0.33,0.32,0.37,,,,,
,7/31/2017,0.024316342999999997,0.32,0.31,0.32,0.34,,,,,,
,4/28/2017,-0.013037863,0.26,0.29,0.32,,,,,,,
,1/31/2017,-0.073381513,0.25,0.3,0.21,,,,,,,
,10/31/2016,-0.054034365,0.21,0.25,0.26,0.24,0.26,0.22,,,,
,7/29/2016,0.32993183600000003,0.22,0.23,0.25,0.24,0.23,0.24,,,,
,4/29/2016,0.05643427,0.23,0.22,0.23,0.21,0.23,,,,,
,1/29/2016,-0.03812862,0.19,0.2,,,,,,,,
,10/30/2015,-0.037879575,0.19,0.18,0.19,,,,,,,
,7/31/2015,-0.00129215,0.18,0.17,0.18,0.17,,,,,,
,4/30/2015,0.006159775,0.14,0.15,0.0,,,,,,,
,1/30/2015,-0.103206276,0.14,0.15,-0.01,,,,,,,
,10/31/2014,-0.061828485999999995,0.13,0.14,-0.01,,,,,,,
,7/31/2014,-0.09900553599999999,0.12,0.1,,,,,,,,
,4/30/2014,-0.158218941,0.1,0.11,-0.08,,,,,,,
,1/31/2014,-0.19201184100000002,0.06,0.07,-0.04,,,,,,,
,10/31/2013,-0.20722870699999998,0.09,0.11,-0.04,,,,,,,
,7/31/2013,0.12263229699999999,0.07,0.1,0.12,0.1175,-0.01,,,,,
,4/30/2013,-0.11509640800000001,0.1,0.105,0.1075,-0.01,,,,,,
,1/31/2013,-0.035945368,0.1,-0.03,,,,,,,,
,10/31/2012,-0.387293165,0.08,,,,,,,,,
,7/31/2012,-0.017624171,0.01,,,,,,,,,
,4/30/2012,-0.03524249,,,,,,,,,,
,1/31/2012,-0.007456846,,,,,,,,,,
,10/31/2011,-0.0069121880000000005,,,,,,,,,,
,7/29/2011,-0.007898263,,,,,,,,,,
,4/29/2011,0.0009393030000000001,,,,,,,,,,
,1/31/2011,0.019459839,,,,,,,,,,
,10/29/2010,0.038440208999999996,,,,,,,,,,
,7/30/2010,0.027471381,,,,,,,,,,
,4/30/2010,0.03354417,,,,,,,,,,
,1/29/2010,0.039796587,,,,,,,,,,
,10/30/2009,0.040224813,,,,,,,,,,
,7/31/2009,0.041871435,,,,,,,,,,
,4/30/2009,0.03676934,,,,,,,,,,
,1/30/2009,0.02745592,,,,,,,,,,
,10/31/2008,0.020226479,,,,,,,,,,
,7/31/2008,0.019892378999999998,,,,,,,,,,
,4/30/2008,0.02,,,,,,,,,,
,1/31/2008,0.015,,,,,,,,,,
,10/31/2007,0.0125,,,,,,,,,,
,7/31/2007,0.0075,,,,,,,,,,
,4/30/2007,0.0025,,,,,,,,,,
,1/31/2007,0.0,,,,,,,,,,
,10/31/2006,0.0,,,,,,,,,,
,7/31/2006,0.0,,,,,,,,,,
,4/28/2006,0.0,,,,,,,,,,
,1/31/2006,0.0125,,,,,,,,,,
,10/31/2005,0.0275,,,,,,,,,,
,7/29/2005,0.01,,,,,,,,,,
,4/29/2005,0.01,,,,,,,,,,
,1/31/2005,0.0075,,,,,,,,,,
,10/29/2004,0.005,,,,,,,,,,
