Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2.1,Q_EPS_Projections_Date_2.1
,12/29/2017,0.528588927,3/8/2020,,,,,,
,9/29/2017,0.618386361,,,,,,,
,6/30/2017,0.11872293099999999,,,,,,,
,3/31/2017,0.324297879,,,,,,,
,12/30/2016,-0.818448093,,,,,,,
,9/30/2016,0.33713687299999995,,,,,,,
,6/30/2016,0.9435149979999999,,,,,,,
,3/31/2016,0.357377169,,,,,,,
,12/31/2015,-0.219544687,,,,,,,
,9/30/2015,0.553191402,,,,,,,
,6/30/2015,-0.010877153,,,,,,,
,3/31/2015,0.201241025,,,,,,,
,12/31/2014,0.176734754,,,,,,,
,9/30/2014,0.391544942,,,,,,,
,6/30/2014,0.337129444,,0.13,,,,,
,3/31/2014,0.547777539,,0.22,,,,,
,12/31/2013,0.552787465,,0.16,,,,,
,9/30/2013,0.662466294,,0.16,,,,,
,6/28/2013,0.60049737,,0.16,,,,,
,3/28/2013,0.635875151,,0.18,,,,,
,12/31/2012,0.677018907,,,,,,,
,9/28/2012,0.485037858,,,,,,,
,6/29/2012,0.315933605,,,,,,,
,3/30/2012,0.371745867,,,,,,,
,12/30/2011,0.206280716,,,,,,,
,9/30/2011,0.16613034699999998,,,,,,,
,6/30/2011,0.5376582129999999,,,,,,,
,3/31/2011,0.454998236,,,,,,,
,12/31/2010,0.679931664,,,,,,,
,9/30/2010,0.57670437,,,,,,,
,6/30/2010,0.502148312,,,,,,,
,3/31/2010,0.658168136,,,,,,,
,12/31/2009,2.307772712,,,,,,,
,9/30/2009,0.008570405,,,,,,,
,6/30/2009,-0.193418455,,,,,,,
,3/31/2009,0.837075338,,,,,,,
,12/31/2008,-1.443473499,,,,,,,
,9/30/2008,0.996017391,,,,,,,
,6/30/2008,0.227115729,,,,,,,
,3/31/2008,0.14034037900000002,,,,,,,
,12/31/2007,-1.49206703,,,,,,,
,9/28/2007,0.996017391,,,,,,,
,6/29/2007,0.227115729,,,,,,,
,3/30/2007,0.49893391,,,,,,,
,12/29/2006,-0.263052815,,,,,,,
,9/29/2006,0.442716193,,,,,,,
,6/30/2006,0.305861869,,,,,,,
,3/31/2006,2.634474753,,,,,,,
,12/30/2005,0.129831689,,,,,,,
,9/30/2005,0.41358096299999997,,,,,,,
,6/30/2005,0.141149158,,,,,,,
,3/31/2005,0.21543818899999997,,,,,,,
,12/31/2004,0.36263761200000005,,,,,,,
,9/30/2004,0.272083575,,,,,,,
,6/30/2004,0.508995937,,,,,,,
,3/31/2004,0.156282876,,,,,,,
,12/31/2003,0.624006429,,,,,,,
,9/30/2003,0.174400935,,,,,,,
,6/30/2003,0.274225599,,,,,,,
,3/31/2003,0.35336060799999996,,,,,,,
,12/31/2002,0.404640561,,,,,,,
,9/30/2002,0.029222677000000002,,,,,,,
,6/28/2002,0.320514319,,,,,,,
,3/28/2002,0.5209818820000001,,,,,,,
,12/31/2001,0.554956166,,,,,,,
,9/28/2001,0.17194623,,,,,,,
,6/29/2001,0.406078317,,,,,,,
