Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,12/31/2020,1.47,1/11/2020,1.53,9/15/2019,1.54,,1.54,,1.52408377,,,,,,
,9/30/2020,1.56,,1.56,,1.57,,1.57,,1.567015707,,,,,,
,6/30/2020,1.56,,1.59,,1.6,,1.6,,1.59,,1.59921466,,,,
,3/31/2020,1.45,,1.5,,1.48,,1.48,,1.4704188480000002,,,,,,
,12/31/2019,1.36,,1.43,,1.43,,1.43,,1.42,,1.44,,1.46,1.43,1.44
,9/30/2019,1.37,,1.46,,1.46,,1.46,,1.47,,1.48,,1.44,1.4,
,6/28/2019,1.4820453740000001,,1.49,,1.5,,1.51,,1.43,,,,,,
,3/29/2019,1.4454931569999998,,1.37,,1.38,,1.4,,1.39,,,,,,
,12/31/2018,1.272853437,,1.27,,1.33,,1.31,,1.32,,1.15,1.08,,,
,9/28/2018,1.368593084,,1.31,,1.27,,1.28,,1.15,,1.08,1.07,,,
,6/29/2018,1.3786420259999999,,1.31,,1.17,,1.13,,1.09,,,,,,
,3/29/2018,1.2729518,,1.24,,1.1,,1.09,,1.01,,,,,,
,12/29/2017,1.208113716,,1.08,,1.06,,1.0,,0.99,,1.0,1.02,1.04,1.05,1.08
,9/29/2017,1.080556738,,1.06,,0.99,,0.98,,0.99,,1.03,1.01,1.03,,
,6/30/2017,1.084376617,,1.06,,1.05,,1.01,,1.02,,1.05,1.04,1.01,,
,3/31/2017,0.9870601090000001,,0.93,,0.94,,0.97,,0.96,,0.87,,,,
,12/30/2016,0.746647397,,0.93,,0.95,,0.96,,0.98,,0.95,0.99,1.02,1.03,1.02
,9/30/2016,0.90885796,,0.92,,0.95,,0.94,,0.95,,0.98,0.99,,,
,6/30/2016,0.9880663590000001,,0.93,,0.98,,1.0,,1.02,,,,,,
,3/31/2016,0.888277553,,0.81,,0.82,,0.92,,0.94,,0.97,,,,
,12/31/2015,0.879000143,,0.9,,0.93,,0.97,,0.98,,0.97,0.96,0.97,1.0,0.99
,9/30/2015,1.023941993,,0.89,,0.9,,0.91,,0.94,,0.95,0.94,0.9,0.91,
,6/30/2015,0.888731369,,0.89,,0.92,,0.93,,0.94,,0.95,0.93,0.96,,
,3/31/2015,0.83638531,,0.82,,0.83,,0.93,,0.95,,0.98,0.93,0.9,,
,12/31/2014,0.773809524,,0.87,,0.88,,0.87,,0.9,,0.91,0.86,0.87,0.83,0.85
,9/30/2014,0.886793858,,0.84,,0.85,,0.81,,0.82,,0.81,0.8,0.86,,
,6/30/2014,0.8845087429999999,,0.86,,0.87,,0.86,,0.84,,0.82,0.84,,,
,3/31/2014,0.9138584129999999,,0.84,,0.81,,0.8,,0.78,,0.8,,,,
,12/31/2013,0.8253109190000001,,0.8,,0.75,,0.76,,0.75,,0.73,,,,
,9/30/2013,0.7759736309999999,,0.74,,0.73,,0.74,,,,,,,,
,6/28/2013,0.756170377,,0.74,,0.71,,,,,,,,,,
,3/28/2013,0.7372041559999999,,0.72,,0.7,,0.71,,0.67,,,,,,
,12/31/2012,-1.4462306790000001,,0.68,,0.64,,,,,,,,,,
,9/28/2012,0.601259446,,0.63,,,,,,,,,,,,
,6/29/2012,0.646343204,,0.71,,,,,,,,,,,,
,3/30/2012,0.621808777,,0.64,,,,,,,,,,,,
,12/30/2011,0.567025235,,,,,,,,,,,,,,
,9/30/2011,0.578278659,,,,,,,,,,,,,,
,6/30/2011,0.598987801,,,,,,,,,,,,,,
,3/31/2011,0.576001826,,,,,,,,,,,,,,
,12/31/2010,0.506361075,,,,,,,,,,,,,,
,9/30/2010,0.470648539,,,,,,,,,,,,,,
,6/30/2010,0.49386308100000004,,,,,,,,,,,,,,
,3/31/2010,0.44933688299999996,,,,,,,,,,,,,,
,12/31/2009,0.409862871,,,,,,,,,,,,,,
,9/30/2009,0.36816726200000005,,,,,,,,,,,,,,
,6/30/2009,0.346826984,,,,,,,,,,,,,,
,3/31/2009,0.281791097,,,,,,,,,,,,,,
,12/31/2008,0.301895044,,,,,,,,,,,,,,
,9/30/2008,0.23967838800000002,,,,,,,,,,,,,,
,6/30/2008,0.55657071,,,,,,,,,,,,,,
,3/31/2008,0.48127309,,,,,,,,,,,,,,
,12/31/2007,0.47,,,,,,,,,,,,,,
,9/28/2007,0.47,,,,,,,,,,,,,,
,6/29/2007,0.51,,,,,,,,,,,,,,
,3/30/2007,0.45,,,,,,,,,,,,,,
,12/29/2006,0.44,,,,,,,,,,,,,,
,9/29/2006,0.57,,,,,,,,,,,,,,
,6/30/2006,0.43,,,,,,,,,,,,,,
,3/31/2006,0.37,,,,,,,,,,,,,,
,12/30/2005,0.054000000000000006,,,,,,,,,,,,,,
,9/30/2005,0.54,,,,,,,,,,,,,,
,6/30/2005,0.55,,,,,,,,,,,,,,
,3/31/2005,0.45,,,,,,,,,,,,,,
,12/31/2004,0.43,,,,,,,,,,,,,,
,9/30/2004,0.44,,,,,,,,,,,,,,
,6/30/2004,0.44,,,,,,,,,,,,,,
,3/31/2004,0.35,,,,,,,,,,,,,,
,12/31/2003,0.32,,,,,,,,,,,,,,
,9/30/2003,0.32666666699999997,,,,,,,,,,,,,,
,6/30/2003,0.34,,,,,,,,,,,,,,
,3/31/2003,0.26,,,,,,,,,,,,,,
,12/31/2002,0.246666667,,,,,,,,,,,,,,
,9/30/2002,0.3,,,,,,,,,,,,,,
,6/28/2002,0.32,,,,,,,,,,,,,,
,3/28/2002,0.246666667,,,,,,,,,,,,,,
,12/31/2001,0.093333333,,,,,,,,,,,,,,
,9/28/2001,0.173333333,,,,,,,,,,,,,,
,6/29/2001,0.28,,,,,,,,,,,,,,
,3/30/2001,0.15333333300000002,,,,,,,,,,,,,,
,12/29/2000,0.29333333300000003,,,,,,,,,,,,,,
,9/29/2000,0.36,,,,,,,,,,,,,,
,6/30/2000,0.38,,,,,,,,,,,,,,
,3/31/2000,0.34666666700000004,,,,,,,,,,,,,,
,12/31/1999,0.306666667,,,,,,,,,,,,,,
,9/30/1999,0.32,,,,,,,,,,,,,,
,6/30/1999,0.313333333,,,,,,,,,,,,,,
,3/31/1999,0.26666666699999997,,,,,,,,,,,,,,
,12/31/1998,0.26,,,,,,,,,,,,,,
,9/30/1998,0.32,,,,,,,,,,,,,,
,6/30/1998,0.526666667,,,,,,,,,,,,,,
,3/31/1998,0.26666666699999997,,,,,,,,,,,,,,
,12/31/1997,0.34666666700000004,,,,,,,,,,,,,,
,9/30/1997,0.32,,,,,,,,,,,,,,
,6/30/1997,0.333333333,,,,,,,,,,,,,,
,3/31/1997,0.3,,,,,,,,,,,,,,
,12/31/1996,0.3,,,,,,,,,,,,,,
,9/30/1996,0.26666666699999997,,,,,,,,,,,,,,
,6/28/1996,0.286666667,,,,,,,,,,,,,,
,3/29/1996,0.273333333,,,,,,,,,,,,,,
,12/29/1995,0.257777778,,,,,,,,,,,,,,
,9/29/1995,0.24,,,,,,,,,,,,,,
,6/30/1995,0.28,,,,,,,,,,,,,,
,3/31/1995,0.24444444399999998,,,,,,,,,,,,,,
,12/30/1994,0.208888889,,,,,,,,,,,,,,
,9/30/1994,0.2,,,,,,,,,,,,,,
,6/30/1994,0.18666666699999998,,,,,,,,,,,,,,
,3/31/1994,0.168888889,,,,,,,,,,,,,,
,12/31/1993,0.164444444,,,,,,,,,,,,,,
,9/30/1993,0.15555555599999998,,,,,,,,,,,,,,
,6/30/1993,0.146666667,,,,,,,,,,,,,,
