Date,Amount
06/27/2019,0.17
03/28/2019,0.17
12/27/2018,0.16
09/27/2018,0.16
06/28/2018,0.16
03/28/2018,0.16
12/28/2017,0.14
09/28/2017,0.14
06/28/2017,0.14
03/29/2017,0.14
12/28/2016,0.125
09/28/2016,0.125
07/05/2016,24.56
06/01/2016,0.1213
03/23/2016,0.16
03/22/2016,0.1213
12/17/2015,0.10235
09/30/2015,0.10235
09/23/2015,0.135
06/24/2015,0.10235
03/25/2015,0.10235
12/23/2014,0.07582
09/24/2014,0.07582
06/25/2014,0.07582
03/26/2014,0.07582
12/26/2013,0.01895
09/25/2013,0.01895
06/26/2013,0.01895
03/26/2013,0.01895
12/12/2012,0.01895
09/26/2012,0.01895
06/27/2012,0.01895
03/28/2012,0.01895
12/28/2011,0.01895
09/28/2011,0.01895
06/22/2011,0.01516
03/23/2011,0.01516
12/29/2010,0.01516
09/22/2010,0.01516
06/23/2010,0.01516
03/24/2010,0.01516
12/29/2009,0.01516
09/23/2009,0.01137
06/24/2009,0.01137
03/25/2009,0.01137
12/23/2008,0.01137
09/24/2008,0.01137
06/25/2008,0.01137
03/26/2008,0.01137
12/27/2007,0.01137
09/26/2007,0.01137
06/27/2007,0.01137
03/28/2007,0.00758
12/27/2006,0.00758
09/27/2006,0.00758
06/28/2006,0.00758
03/29/2006,0.00758
12/28/2005,0.00758
09/28/2005,0.00758
06/22/2005,0.00569
03/22/2005,0.00569
12/29/2004,0.00569
09/22/2004,0.00569
06/23/2004,0.00569
03/24/2004,0.00474
12/23/2003,0.00114
09/24/2003,0.00474
06/25/2003,0.00474
03/26/2003,0.00474
12/24/2002,0.00474
09/25/2002,0.00474
06/26/2002,0.00379
03/26/2002,0.00379
12/26/2001,0.00379
09/26/2001,0.00379
06/27/2001,0.00379
03/28/2001,0.00379
12/27/2000,0.00379
09/27/2000,0.00379
06/28/2000,0.00284
03/29/2000,0.00284
12/29/1999,0.00284
09/22/1999,0.00284
06/23/1999,0.00303
03/24/1999,0.00284
12/22/1998,0.00284
09/23/1998,0.00284
06/24/1998,0.00227
03/18/1998,0.00237
12/23/1997,0.00237
09/24/1997,0.00237
06/25/1997,0.00237
03/19/1997,0.00237
12/24/1996,0.00237
09/25/1996,0.00237
06/25/1996,0.00275
03/20/1996,0.0019
12/26/1995,0.0019
09/27/1995,0.02
09/26/1995,0.0019
06/28/1995,0.0019
06/20/1995,0.02
03/21/1995,0.0019
03/13/1995,0.02
12/12/1994,0.0019
09/20/1994,0.00142
06/20/1994,0.00142
03/17/1994,0.00142
12/13/1993,0.00142
09/23/1993,0.00142
06/21/1993,0.00142
03/22/1993,0.00142
