Date,Amount
08/09/2019,0.16
05/07/2019,0.16
02/28/2019,0.16
11/09/2018,0.16
08/06/2018,0.14
05/15/2018,0.14
02/27/2018,0.14
11/07/2017,0.14
08/04/2017,0.12
08/03/2017,0.12
05/08/2017,0.18
03/03/2017,0.18
11/03/2016,0.18
07/29/2016,0.145
07/28/2016,0.09667
04/29/2016,0.145
02/26/2016,0.145
11/05/2015,0.145
08/06/2015,0.13
04/28/2015,0.13
02/26/2015,0.13
10/31/2014,0.13
07/30/2014,0.115
04/29/2014,0.115
02/07/2014,0.115
11/01/2013,0.115
08/02/2013,0.1
05/06/2013,0.1
02/01/2013,0.1
11/01/2012,0.1
08/02/2012,0.09
05/07/2012,0.09
02/16/2012,0.09
10/31/2011,0.09
08/01/2011,0.075
05/04/2011,0.075
02/17/2011,0.075
10/27/2010,0.1125
