Date,Amount
04/15/2025,0.59
01/15/2025,0.59
10/15/2024,0.55
07/15/2024,0.55
04/12/2024,0.55
01/11/2024,0.55
10/12/2023,0.51
07/13/2023,0.51
04/13/2023,0.51
01/12/2023,0.51
10/13/2022,0.47
07/14/2022,0.47
04/13/2022,0.47
01/13/2022,0.47
10/14/2021,0.45
07/14/2021,0.45
04/14/2021,0.45
01/14/2021,0.45
10/14/2020,0.36
07/14/2020,0.36
04/14/2020,0.36
01/14/2020,0.36
10/11/2019,0.32
07/12/2019,0.32
04/12/2019,0.32
01/14/2019,0.32
10/12/2018,0.28
07/12/2018,0.28
04/12/2018,0.28
01/11/2018,0.28
10/12/2017,0.265
07/12/2017,0.265
04/11/2017,0.265
01/11/2017,0.265
10/12/2016,0.26
07/13/2016,0.26
04/13/2016,0.26
01/13/2016,0.26
10/13/2015,0.24
07/13/2015,0.24
04/13/2015,0.24
01/13/2015,0.24
10/10/2014,0.22
07/11/2014,0.22
04/11/2014,0.22
01/13/2014,0.22
10/10/2013,0.14
07/11/2013,0.14
04/11/2013,0.14
01/11/2013,0.14
10/11/2012,0.244698
07/11/2012,0.244698
04/11/2012,0.244698
01/11/2012,0.230304
10/12/2011,0.230304
07/13/2011,0.230304
04/13/2011,0.230304
01/12/2011,0.211112
10/13/2010,0.211112
07/13/2010,0.211112
04/13/2010,0.211112
01/13/2010,0.19192
10/13/2009,0.19192
07/13/2009,0.19192
04/13/2009,0.19192
01/13/2009,0.172728
10/10/2008,0.172728
07/11/2008,0.172728
04/11/2008,0.172728
01/11/2008,0.155935
10/11/2007,0.155935
07/11/2007,0.155935
04/11/2007,0.155935
01/10/2007,0.141541
10/11/2006,0.141541
07/12/2006,0.141541
04/11/2006,0.141541
01/11/2006,0.131945
10/12/2005,0.131945
07/13/2005,0.131945
04/13/2005,0.131945
01/12/2005,0.124748
10/13/2004,0.124748
07/13/2004,0.124748
05/03/2004,1.36551
04/13/2004,0.116714
01/13/2004,0.109981
10/10/2003,0.109981
07/11/2003,0.109981
04/11/2003,0.109981
01/13/2003,0.105492
10/10/2002,0.105492
07/11/2002,0.105492
04/11/2002,0.105492
01/11/2002,0.094269
10/11/2001,0.094269
07/11/2001,0.094269
04/10/2001,0.094269
01/10/2001,0.085291
10/11/2000,0.085291
07/12/2000,0.085291
04/12/2000,0.085291
01/12/2000,0.076313
10/13/1999,0.076313
07/13/1999,0.076313
04/13/1999,0.076313
01/13/1999,0.067335
10/13/1998,0.067335
07/13/1998,0.067335
04/13/1998,0.067335
01/13/1998,0.060602
10/10/1997,0.060602
07/11/1997,0.060602
04/11/1997,0.060602
02/21/1997,0.060602
01/13/1997,0.053868
10/10/1996,0.053868
07/11/1996,0.053868
04/11/1996,0.053868
01/10/1996,0.047135
10/11/1995,0.047135
07/12/1995,0.047135
04/07/1995,0.047135
01/09/1995,0.042646
10/07/1994,0.042646
07/11/1994,0.042646
04/11/1994,0.042646
01/10/1994,0.038157
10/08/1993,0.038157
07/09/1993,0.038157
04/08/1993,0.038157
01/11/1993,0.033668
10/08/1992,0.033668
07/09/1992,0.033668
04/09/1992,0.033668
01/09/1992,0.028056
10/08/1991,0.028056
07/09/1991,0.028056
04/09/1991,0.028056
01/09/1991,0.023567
10/09/1990,0.023567
07/09/1990,0.023567
04/06/1990,0.023567
01/08/1990,0.019639
10/06/1989,0.019639
07/10/1989,0.019639
04/10/1989,0.019639
01/09/1989,0.016834
10/07/1988,0.016834
07/11/1988,0.016834
04/11/1988,0.016834
01/11/1988,0.014028
07/09/1987,0.014028
04/09/1987,0.014028
01/09/1987,0.011784
10/08/1986,0.011784
07/09/1986,0.011784
04/09/1986,0.011784
01/09/1986,0.00982
10/08/1985,0.00982
07/09/1985,0.00982
04/09/1985,0.00982
01/09/1985,0.008417
10/09/1984,0.008417
07/09/1984,0.008417
04/09/1984,0.008417
01/09/1984,0.007014
10/07/1983,0.007014
07/11/1983,0.007014
04/11/1983,0.007014
01/11/1983,0.005892
