Date,Amount
08/14/2019,0.3
05/14/2019,0.3
02/14/2019,0.3
11/14/2018,0.3
08/14/2018,0.3
05/14/2018,0.3
02/15/2018,0.3
11/14/2017,0.3
08/11/2017,0.3
05/11/2017,0.3
02/15/2017,0.3
11/10/2016,0.3
08/11/2016,0.3
05/11/2016,0.3
02/10/2016,0.3
11/12/2015,0.3
08/12/2015,0.3
05/13/2015,1.5
02/12/2015,1.5
11/12/2014,1.5
08/14/2014,1.5
05/14/2014,1.0
02/12/2014,1.0
11/13/2013,1.0
08/14/2013,0.4
05/15/2013,0.4
02/14/2013,0.4
11/14/2012,0.4
08/10/2012,0.4
05/11/2012,0.4
02/10/2012,0.4
11/09/2011,0.4
08/11/2011,0.4
05/12/2011,0.1
02/10/2011,0.1
11/10/2010,0.1
08/11/2010,0.1
05/12/2010,0.1
02/18/2010,0.1
11/12/2009,0.1
08/12/2009,0.1
05/12/2009,0.1
02/12/2009,0.1
11/12/2008,0.1
08/13/2008,0.1
05/13/2008,0.1
02/20/2008,0.1
11/13/2007,0.02
08/13/2007,0.02
05/10/2007,0.02
02/15/2007,0.02
11/09/2006,0.02
08/10/2006,0.02
05/11/2006,0.02
03/02/2006,0.02
11/09/2005,0.02
