Date,Amount
05/02/2019,0.2963
04/25/2019,0.14
02/27/2019,0.54084
11/29/2018,0.54084
08/30/2018,0.54084
05/30/2018,0.54084
02/27/2018,0.54084
11/14/2017,0.54084
07/27/2017,0.6547
06/28/2017,0.6547
03/29/2017,0.6547
12/23/2016,0.6547
09/28/2016,0.6547
06/28/2016,0.6547
03/29/2016,0.6547
12/29/2015,0.6547
09/28/2015,0.59777
06/26/2015,0.59777
03/27/2015,0.59777
12/29/2014,0.59777
09/26/2014,0.52661
06/26/2014,0.52661
03/27/2014,0.52661
12/27/2013,0.45545
09/26/2013,0.45545
06/26/2013,0.45545
03/26/2013,0.45545
12/20/2012,0.45545
09/26/2012,0.45545
06/27/2012,0.45545
03/28/2012,0.35582
12/28/2011,0.35582
09/28/2011,0.35582
06/28/2011,0.35582
03/29/2011,0.21349
12/29/2010,0.21349
09/28/2010,0.21349
06/28/2010,0.21349
03/29/2010,0.21349
12/29/2009,0.21349
09/28/2009,0.21349
06/26/2009,0.21349
03/27/2009,0.21349
12/29/2008,0.59777
09/26/2008,0.59777
06/26/2008,0.59777
03/27/2008,0.59777
12/27/2007,0.59777
09/26/2007,0.59777
06/27/2007,0.59777
03/28/2007,0.53373
12/27/2006,0.53373
09/27/2006,0.53373
06/28/2006,0.53373
03/29/2006,0.53373
12/28/2005,0.4768
09/28/2005,0.4768
06/28/2005,0.4768
03/29/2005,0.4768
12/29/2004,0.4768
09/28/2004,0.4768
06/28/2004,0.4768
03/29/2004,0.4768
12/29/2003,0.4768
09/26/2003,0.4768
06/26/2003,0.4768
03/26/2003,0.4768
12/27/2002,0.4768
09/26/2002,0.4768
06/26/2002,0.4768
03/26/2002,0.4768
12/27/2001,0.4768
09/26/2001,0.4768
06/27/2001,0.4768
03/28/2001,0.24053
02/07/2001,0.17222
12/27/2000,0.41275
09/27/2000,0.41275
06/28/2000,0.41275
03/29/2000,0.41275
12/29/1999,0.41275
09/28/1999,0.41275
06/28/1999,0.41275
03/29/1999,0.41275
12/29/1998,0.41275
09/28/1998,0.41275
06/26/1998,0.41275
03/27/1998,0.41275
12/29/1997,0.41275
09/26/1997,0.41275
06/26/1997,0.41275
03/26/1997,0.35582
12/27/1996,0.35582
09/26/1996,0.35582
06/26/1996,0.35582
03/27/1996,0.35582
12/27/1995,0.35582
09/27/1995,0.35582
06/28/1995,0.35582
03/27/1995,0.30838
12/23/1994,0.30838
09/26/1994,0.30838
06/24/1994,0.30838
03/25/1994,0.30838
12/27/1993,0.30838
09/24/1993,0.30838
06/24/1993,0.30838
03/25/1993,0.30838
12/24/1992,0.30838
09/24/1992,0.30838
06/24/1992,0.30838
03/25/1992,0.30838
12/24/1991,0.30838
09/24/1991,0.30838
06/24/1991,0.30838
03/22/1991,0.30838
12/24/1990,0.30838
09/24/1990,0.30838
06/25/1990,0.30838
03/26/1990,0.30838
12/22/1989,0.30838
09/25/1989,0.30838
06/26/1989,0.25303
03/27/1989,0.25303
12/23/1988,0.2214
09/26/1988,0.2214
06/24/1988,0.18977
03/25/1988,0.18977
12/24/1987,0.17396
09/24/1987,0.17396
06/24/1987,0.17396
03/25/1987,0.15814
12/24/1986,0.15814
09/24/1986,0.15814
06/24/1986,0.14233
03/24/1986,0.14233
12/24/1985,0.14233
09/24/1985,0.14233
06/25/1985,0.14233
03/26/1985,0.14233
12/24/1984,0.14233
09/24/1984,0.14233
06/25/1984,0.14233
03/26/1984,0.14233
12/23/1983,0.14233
09/26/1983,0.14233
06/24/1983,0.14233
03/28/1983,0.14233
12/27/1982,0.14233
10/04/1982,0.14233
06/24/1982,0.14233
03/30/1982,0.14233
12/24/1981,0.14233
09/24/1981,0.14233
06/24/1981,0.14233
03/25/1981,0.14233
12/24/1980,0.14233
09/24/1980,0.12651
06/24/1980,0.12651
03/25/1980,0.12651
12/24/1979,0.12651
09/24/1979,0.12651
06/25/1979,0.1107
03/26/1979,0.1107
12/22/1978,0.1107
09/25/1978,0.1107
06/26/1978,0.09488
03/27/1978,0.09488
12/23/1977,0.09488
09/26/1977,0.09488
06/24/1977,0.09488
03/25/1977,0.07907
12/27/1976,0.07907
09/24/1976,0.07907
06/24/1976,0.07907
03/25/1976,0.06326
12/24/1975,0.06326
09/24/1975,0.06326
06/24/1975,0.05535
03/24/1975,0.05535
12/24/1974,0.05535
09/24/1974,0.04744
06/24/1974,0.04744
03/25/1974,0.03954
12/24/1973,0.03954
09/24/1973,0.03954
06/25/1973,0.03954
03/26/1973,0.03558
12/22/1972,0.03558
09/25/1972,0.03558
06/26/1972,0.03558
