Date,Amount
06/06/2019,0.918
02/28/2019,0.918
12/06/2018,0.835
09/06/2018,0.835
05/31/2018,0.835
03/01/2018,0.835
11/30/2017,0.77
08/30/2017,0.755
05/31/2017,0.755
03/01/2017,0.755
11/30/2016,0.7
08/31/2016,0.7
06/01/2016,0.7
03/02/2016,0.7
11/23/2015,0.648
08/26/2015,0.648
05/27/2015,0.648
02/25/2015,0.648
11/25/2014,0.6
08/27/2014,0.6
05/28/2014,0.6
02/26/2014,0.6
12/04/2013,0.563
09/04/2013,0.563
06/05/2013,0.563
02/26/2013,0.563
11/28/2012,0.527
08/29/2012,0.528
05/30/2012,0.528
02/29/2012,0.528
11/30/2011,0.493
08/24/2011,0.493
05/25/2011,0.493
03/02/2011,0.493
11/24/2010,0.458
08/25/2010,0.458
05/26/2010,0.458
02/24/2010,0.458
11/25/2009,0.438
08/26/2009,0.438
05/27/2009,0.438
02/25/2009,0.438
11/26/2008,0.395
08/27/2008,0.395
05/28/2008,0.395
02/27/2008,0.395
11/28/2007,0.198
08/29/2007,0.355
05/30/2007,0.355
02/21/2007,0.355
11/29/2006,0.345
08/30/2006,0.345
05/31/2006,0.345
02/22/2006,0.345
11/23/2005,0.335
08/24/2005,0.335
05/25/2005,0.335
02/23/2005,0.335
11/24/2004,0.3325
08/25/2004,0.3225
05/26/2004,0.3225
02/25/2004,0.3225
11/26/2003,0.3225
08/27/2003,0.3225
05/28/2003,0.3225
02/26/2003,0.3225
11/27/2002,0.3225
08/28/2002,0.3225
05/29/2002,0.3225
02/27/2002,0.3225
11/21/2001,0.3225
08/29/2001,0.3225
05/30/2001,0.3225
02/28/2001,0.3225
11/21/2000,0.3225
08/23/2000,0.3225
05/24/2000,0.3225
02/28/2000,0.3225
11/23/1999,0.3225
08/25/1999,0.3225
05/26/1999,0.3225
02/26/1999,0.3225
11/24/1998,0.3225
08/26/1998,0.3225
05/27/1998,0.3225
02/27/1998,0.3225
11/25/1997,0.3225
08/27/1997,0.3225
05/28/1997,0.3225
02/27/1997,0.3225
11/27/1996,0.645
11/26/1996,0.3225
08/28/1996,0.3225
05/29/1996,0.3225
02/28/1996,0.3225
11/29/1995,0.3225
11/28/1995,0.645
08/29/1995,0.3225
08/24/1995,0.645
05/26/1995,0.645
05/25/1995,0.3225
02/24/1995,0.3225
11/25/1994,0.3225
08/24/1994,0.3175
05/24/1994,0.3175
02/24/1994,0.3175
11/24/1993,0.3175
08/24/1993,0.3075
05/24/1993,0.3075
02/24/1993,0.3075
11/23/1992,0.3075
08/24/1992,0.2975
05/22/1992,0.2975
02/25/1992,0.2975
11/25/1991,0.29667
08/26/1991,0.28667
05/24/1991,0.28667
02/22/1991,0.28667
11/26/1990,0.28667
08/27/1990,0.27667
05/24/1990,0.27667
02/23/1990,0.27667
11/24/1989,0.27667
08/25/1989,0.26667
05/24/1989,0.26667
02/23/1989,0.26667
11/28/1988,0.26667
08/29/1988,0.25667
05/24/1988,0.25667
02/24/1988,0.25667
11/23/1987,0.25667
08/25/1987,0.24667
05/26/1987,0.24667
02/23/1987,0.24667
11/24/1986,0.24667
08/25/1986,0.23667
05/22/1986,0.23667
02/25/1986,0.23667
11/22/1985,0.23667
08/26/1985,0.22667
05/24/1985,0.22667
02/25/1985,0.22667
11/23/1984,0.22667
