Date,Amount
06/02/2025,0.77
12/02/2024,0.73
06/03/2024,0.73
11/30/2023,0.69
05/31/2023,0.69
11/30/2022,0.67
05/31/2022,0.67
11/30/2021,0.58
05/28/2021,0.58
11/30/2020,0.52
05/29/2020,0.52
11/29/2019,0.5
05/31/2019,0.5
11/30/2018,0.45
05/31/2018,0.45
11/30/2017,0.42
05/30/2017,0.42
11/29/2016,0.4
05/27/2016,0.4
11/27/2015,0.36
05/28/2015,0.36
11/26/2014,0.32
05/29/2014,0.32
11/27/2013,0.3
05/30/2013,0.3
11/29/2012,0.28
05/30/2012,0.28
11/29/2011,0.25
05/27/2011,0.25
11/29/2010,0.2
05/27/2010,0.2
11/27/2009,0.19
05/28/2009,0.19
11/26/2008,0.16
05/29/2008,0.16
11/29/2007,0.14
05/30/2007,0.14
11/29/2006,0.11
05/30/2006,0.11
11/29/2005,0.075
05/27/2005,0.075
11/29/2004,0.055
05/27/2004,0.055
11/26/2003,0.04
05/29/2003,0.04
11/27/2002,0.03
05/30/2002,0.03
11/29/2001,0.025
05/30/2001,0.025
11/29/2000,0.0175
05/30/2000,0.0175
11/29/1999,0.0125
05/27/1999,0.0125
11/27/1998,0.00875
05/28/1998,0.00875
11/26/1997,0.00625
05/29/1997,0.00625
11/27/1996,0.0025
05/30/1996,0.005
11/29/1995,0.00375
05/25/1995,0.00375
11/25/1994,0.003125
05/25/1994,0.003125
11/24/1993,0.003125
05/25/1993,0.003125
