Date,Amount
12/14/2022,0.025
09/14/2022,0.025
06/15/2022,0.025
03/15/2022,0.025
12/15/2021,0.025
09/14/2021,0.025
06/15/2021,0.025
03/15/2021,0.025
12/15/2020,0.025
09/14/2020,0.025
06/12/2020,0.025
03/13/2020,0.05
12/13/2019,0.05
09/13/2019,0.05
06/13/2019,0.05
03/19/2019,0.05
12/13/2018,0.05
09/13/2018,0.05
06/13/2018,0.05
03/16/2018,0.05
12/13/2017,0.05
09/13/2017,0.05
06/13/2017,0.031
03/10/2017,0.031
12/12/2016,0.031
09/13/2016,0.031
06/13/2016,0.031
03/09/2016,0.031
12/11/2015,0.031
09/11/2015,0.025
06/11/2015,0.025
03/10/2015,0.025
12/11/2014,0.025
09/11/2014,0.025
06/11/2014,0.025
03/12/2014,0.025
12/12/2013,0.125
12/10/2012,0.12
12/14/2011,0.06
