Date,Amount
07/03/2019,0.173
04/04/2019,0.173
01/03/2019,0.16
10/04/2018,0.16
07/03/2018,0.16
04/02/2018,0.16
01/04/2018,0.15
10/05/2017,0.15
07/03/2017,0.15
06/30/2017,0.15
03/30/2017,0.15
01/04/2017,0.14
10/05/2016,0.14
06/29/2016,0.14
03/31/2016,0.14
01/04/2016,0.135
09/30/2015,0.135
06/30/2015,0.135
03/31/2015,0.135
12/31/2014,0.127
10/01/2014,0.127
05/29/2014,0.12667
04/01/2014,0.12667
12/31/2013,0.11333
10/02/2013,0.11333
07/02/2013,0.11333
04/03/2013,0.11333
01/02/2013,0.1
10/03/2012,0.1
07/03/2012,0.1
04/03/2012,0.1
01/04/2012,0.08
10/05/2011,0.08
05/27/2011,0.07333
03/30/2011,0.07111
01/04/2011,0.07111
09/29/2010,0.07111
06/30/2010,0.06667
03/30/2010,0.06667
01/04/2010,0.06667
09/30/2009,0.06222
07/01/2009,0.06222
04/01/2009,0.06222
12/30/2008,0.06222
10/01/2008,0.06222
07/02/2008,0.06222
04/02/2008,0.06222
01/02/2008,0.05778
10/03/2007,0.05778
07/03/2007,0.05778
04/03/2007,0.05778
01/03/2007,0.05778
10/04/2006,0.05778
07/05/2006,0.05778
04/05/2006,0.04889
01/03/2006,0.04889
10/03/2005,0.04889
07/01/2005,0.04889
03/30/2005,0.04889
01/03/2005,0.04889
10/04/2004,0.04889
06/30/2004,0.04889
03/31/2004,0.04889
01/05/2004,0.04889
10/01/2003,0.04889
07/01/2003,0.04
04/01/2003,0.04
01/06/2003,0.04
10/02/2002,0.04
07/02/2002,0.04
04/03/2002,0.04
01/08/2002,0.04
10/03/2001,0.01778
07/03/2001,0.04
04/04/2001,0.04
01/05/2001,0.04
10/06/2000,0.04
07/05/2000,0.04
04/05/2000,0.04
01/05/2000,0.04
10/06/1999,0.04
07/07/1999,0.04
04/07/1999,0.04
01/06/1999,0.04
11/09/1998,2.76089
10/21/1998,0.05778
07/08/1998,0.06667
04/07/1998,0.06667
12/30/1997,0.06667
10/01/1997,0.06667
06/27/1997,0.06444
04/02/1997,0.06444
12/31/1996,0.06444
10/02/1996,0.06444
07/02/1996,0.06444
04/02/1996,0.06444
01/03/1996,0.06444
12/29/1995,0.29
10/04/1995,0.06444
07/05/1995,0.06222
04/03/1995,0.06222
12/30/1994,0.06222
10/03/1994,0.06222
07/01/1994,0.06222
04/04/1994,0.06222
01/03/1994,0.06222
10/04/1993,0.06222
07/02/1993,0.05933
04/02/1993,0.05933
01/04/1993,0.05933
10/09/1992,0.05933
07/06/1992,0.05926
04/06/1992,0.05926
01/06/1992,0.05926
10/03/1991,0.05926
07/03/1991,0.05926
04/04/1991,0.05185
01/04/1991,0.05185
10/03/1990,0.05185
07/03/1990,0.05185
04/04/1990,0.05185
01/04/1990,0.05185
10/04/1989,0.05185
07/05/1989,0.04444
04/05/1989,0.04444
01/05/1989,0.04444
10/07/1988,0.04444
07/11/1988,0.04444
04/04/1988,0.03704
01/07/1988,0.03704
10/08/1987,0.03704
07/09/1987,0.03704
04/06/1987,0.03704
01/08/1987,0.03704
10/09/1986,0.1002
07/10/1986,0.1002
04/04/1986,0.1002
01/09/1986,0.1002
