Date,Amount
07/08/2024,0.45
12/08/2023,0.3
12/13/2019,0.88
07/05/2019,0.88
12/07/2018,0.88
07/06/2018,0.84
12/08/2017,0.84
07/06/2017,0.78
12/08/2016,0.78
07/07/2016,0.71
12/10/2015,0.71
07/01/2015,0.66
12/11/2014,1.15
12/12/2013,0.86
12/06/2012,0.75
12/14/2011,0.6
12/09/2010,0.4
12/10/2009,0.35
12/11/2008,0.35
12/05/2007,0.35
12/13/2006,0.305815
12/08/2005,0.266355
12/08/2004,0.23676
12/10/2003,0.207165
12/11/2002,0.207165
12/05/2001,0.207165
12/06/2000,0.207165
11/12/1999,0.207165
10/07/1999,0.052285
10/07/1998,0.051298
07/22/1998,0.051298
04/07/1998,0.051956
01/07/1998,0.043406
10/15/1997,0.043406
07/09/1997,0.043406
04/09/1997,0.043406
01/08/1997,0.036172
10/09/1996,0.036172
07/10/1996,0.036172
04/10/1996,0.036172
12/29/1995,0.029595
10/11/1995,0.029595
07/06/1995,0.029595
04/07/1995,0.029595
01/03/1995,0.024663
10/07/1994,0.024663
07/05/1994,0.024663
04/11/1994,0.024663
01/04/1994,0.020388
10/06/1993,0.020388
07/02/1993,0.020388
04/05/1993,0.020388
01/05/1993,0.017099
10/05/1992,0.017099
07/06/1992,0.017099
04/06/1992,0.017264
01/06/1992,0.014386
10/07/1991,0.014386
07/08/1991,0.014386
04/08/1991,0.014386
01/14/1991,0.01192
10/05/1990,0.01192
07/09/1990,0.01192
04/06/1990,0.01192
01/08/1990,0.009865
10/06/1989,0.009865
07/10/1989,0.009865
04/10/1989,0.009865
01/09/1989,0.008221
10/07/1988,0.008221
07/11/1988,0.008221
04/13/1988,0.008221
01/12/1988,0.006577
09/16/1987,0.006577
06/01/1987,0.006577
03/09/1987,0.006577
12/02/1986,0.006577
09/15/1986,0.006577
06/02/1986,0.006577
03/12/1986,0.006577
12/09/1985,0.006166
09/10/1985,0.006166
05/30/1985,0.006166
03/05/1985,0.006166
12/04/1984,0.006166
09/13/1984,0.006166
06/07/1984,0.006166
03/08/1984,0.006166
12/12/1983,0.006166
10/07/1983,0.006166
07/01/1983,0.006166
03/07/1983,0.006166
11/29/1982,0.006166
09/27/1982,0.006166
06/28/1982,0.006166
03/08/1982,0.006166
11/24/1969,0.000385
09/09/1969,0.000385
06/10/1969,0.000385
03/06/1969,0.000385
11/25/1968,0.000385
09/10/1968,0.000385
03/11/1968,0.000385
12/01/1967,0.000385
09/08/1967,0.000257
06/09/1967,0.000257
03/10/1967,0.000257
11/25/1966,0.000257
09/09/1966,0.000257
06/10/1966,0.000257
03/09/1966,0.000257
11/26/1965,0.000257
09/10/1965,0.000257
06/11/1965,0.000257
03/12/1965,0.000257
11/30/1964,0.000257
06/12/1964,0.000257
03/13/1964,0.000257
12/13/1963,0.000257
09/06/1963,0.000257
06/07/1963,0.000257
03/12/1963,0.000257
12/18/1962,0.000257
09/11/1962,0.000249
06/12/1962,0.000249
03/13/1962,0.000249
