Date,Amount
09/15/2022,0.238
06/16/2022,0.238
03/14/2022,0.238
12/16/2021,0.238
09/16/2021,0.213
06/17/2021,0.213
03/15/2021,0.213
12/17/2020,0.213
09/17/2020,0.203
06/11/2020,0.203
03/16/2020,0.203
12/12/2019,0.203
09/12/2019,0.195
06/13/2019,0.195
03/14/2019,0.195
12/13/2018,0.195
09/13/2018,0.175
06/14/2018,0.175
03/19/2018,0.175
12/14/2017,0.175
09/14/2017,0.135
06/14/2017,0.135
03/10/2017,0.135
12/14/2016,0.135
09/14/2016,0.12
06/15/2016,0.12
03/11/2016,0.12
12/16/2015,0.12
09/10/2015,0.1
06/10/2015,0.1
03/12/2015,0.1
12/11/2014,0.1
09/10/2014,0.08
06/11/2014,0.08
03/12/2014,0.08
12/13/2013,0.08
09/11/2013,0.06
06/11/2013,0.06
03/01/2013,0.06
12/10/2012,0.05
09/11/2012,0.05
06/12/2012,0.05
03/12/2012,0.05
12/22/2011,0.04
09/13/2011,0.04
06/14/2011,0.04
03/10/2011,0.04
11/27/2002,0.063
08/28/2002,0.063
05/29/2002,0.063
02/27/2002,0.063
11/28/2001,0.063
08/28/2001,0.063
05/30/2001,0.063
02/27/2001,0.063
11/29/2000,0.063
