Date,Amount
12/28/2023,0.885
09/28/2023,0.885
06/29/2023,0.885
03/30/2023,0.885
12/29/2022,0.788
09/29/2022,0.788
06/29/2022,0.788
03/30/2022,0.788
12/30/2021,0.7
09/29/2021,0.7
06/29/2021,0.7
03/30/2021,0.7
12/30/2020,0.625
09/29/2020,0.625
06/29/2020,0.625
03/30/2020,0.625
12/30/2019,0.55
09/27/2019,0.55
06/27/2019,0.55
03/28/2019,0.55
12/28/2018,0.5
09/27/2018,0.5
06/28/2018,0.5
03/28/2018,0.5
12/28/2017,0.4
09/28/2017,0.4
06/28/2017,0.4
03/29/2017,0.4
01/10/2017,0.29
10/11/2016,0.29
06/28/2016,0.29
03/29/2016,0.29
12/28/2015,0.29
09/28/2015,0.29
06/26/2015,0.29
03/27/2015,0.28
12/29/2014,0.28
09/26/2014,0.28
06/26/2014,0.28
03/27/2014,0.27
12/27/2013,0.27
09/26/2013,0.27
06/26/2013,0.27
03/26/2013,0.26
12/27/2012,0.26
09/26/2012,0.26
06/27/2012,0.26
03/28/2012,0.25
12/28/2011,0.25
09/28/2011,0.25
06/28/2011,0.25
03/08/1993,13.875
12/28/1992,0.225
09/25/1992,0.225
06/25/1992,0.225
03/26/1992,0.225
12/26/1991,0.225
09/25/1991,0.225
06/25/1991,0.224667
03/25/1991,0.2
12/26/1990,0.2
09/25/1990,0.2
06/26/1990,0.2
03/27/1990,0.173333
12/26/1989,0.173333
09/27/1989,0.173333
06/27/1989,0.173333
03/28/1989,0.153333
12/23/1988,0.153333
09/27/1988,0.153333
06/27/1988,0.153333
03/25/1988,0.133333
12/28/1987,0.133333
09/28/1987,0.133333
06/25/1987,0.133333
03/27/1987,0.126667
12/26/1986,0.126667
09/29/1986,0.126667
06/27/1986,0.126667
03/26/1986,0.126667
12/27/1985,0.126667
09/30/1985,0.113333
06/27/1985,0.113333
03/27/1985,0.113333
12/28/1984,0.113333
09/27/1984,0.1
06/27/1984,0.1
03/27/1984,0.1
12/28/1983,0.1
09/27/1983,0.083333
06/29/1983,0.083333
03/28/1983,0.083333
12/29/1982,0.083333
09/28/1982,0.0625
06/29/1982,0.0625
03/29/1982,0.0625
