Date,Amount
07/29/2019,0.213
04/29/2019,0.2125
01/29/2019,0.2125
10/16/2018,0.2125
07/30/2018,0.2125
04/27/2018,0.2125
01/29/2018,0.2125
10/30/2017,0.2125
07/27/2017,0.2125
04/26/2017,0.2
01/26/2017,0.2
10/27/2016,0.25
07/27/2016,0.25
04/27/2016,0.25
01/27/2016,0.25
10/28/2015,0.25
07/28/2015,0.25
04/28/2015,0.25
01/28/2015,0.25
10/29/2014,0.25
07/24/2014,0.25
04/28/2014,0.25
01/29/2014,0.25
10/29/2013,0.25
07/29/2013,0.25
04/26/2013,0.25
01/29/2013,0.25
10/31/2012,0.19455
10/29/2012,0.25
07/25/2012,0.24
04/26/2012,0.24
01/27/2012,0.24
10/27/2011,0.24
07/27/2011,0.23
04/27/2011,0.23
01/27/2011,0.23
10/27/2010,0.23
07/28/2010,0.2
04/28/2010,0.2
01/27/2010,0.2
10/28/2009,0.2
07/29/2009,0.19
04/29/2009,0.19
01/28/2009,0.19
10/29/2008,0.19
07/30/2008,0.19
04/29/2008,0.19
01/24/2008,0.19
10/31/2007,0.19
07/31/2007,0.18
04/27/2007,0.18
01/25/2007,0.18
10/26/2006,0.18
07/27/2006,0.18
04/27/2006,0.18
01/26/2006,0.2725
10/28/2005,0.2725
07/28/2005,0.2725
04/28/2005,0.2725
01/28/2005,0.2725
10/28/2004,0.2725
07/29/2004,0.26
04/29/2004,0.26
01/28/2004,0.26
10/29/2003,0.26
07/30/2003,0.2475
04/30/2003,0.2475
01/29/2003,0.2475
10/30/2002,0.2475
07/31/2002,0.235
05/01/2002,0.235
01/30/2002,0.235
10/31/2001,0.235
08/01/2001,0.225
05/02/2001,0.225
01/31/2001,0.225
10/25/2000,0.225
07/27/2000,0.2035
04/26/2000,0.2035
01/26/2000,0.2035
11/03/1999,0.2035
07/28/1999,0.1785
04/28/1999,0.1785
01/27/1999,0.1785
11/04/1998,0.1785
07/29/1998,0.1563
04/29/1998,0.1563
01/28/1998,0.1563
11/05/1997,0.1563
07/30/1997,0.2726
04/30/1997,0.2726
01/29/1997,0.2726
10/30/1996,0.2726
07/31/1996,0.238
05/01/1996,0.238
04/10/1996,0.09261
01/31/1996,0.238
11/01/1995,0.238
08/02/1995,0.208
05/01/1995,0.208
01/30/1995,0.208
10/31/1994,0.208
08/01/1994,0.18
05/02/1994,0.18
01/31/1994,0.18
11/01/1993,0.18
08/02/1993,0.155
04/26/1993,0.155
01/25/1993,0.155
11/02/1992,0.155
07/27/1992,0.135
04/27/1992,0.135
01/27/1992,0.135
11/04/1991,0.1352
08/05/1991,0.1152
04/29/1991,0.1152
01/28/1991,0.1152
11/05/1990,0.1152
07/30/1990,0.1002
04/30/1990,0.1002
01/29/1990,0.1002
10/30/1989,0.1002
07/31/1989,0.0856
05/01/1989,0.0856
01/30/1989,0.0856
10/31/1988,0.0856
08/01/1988,0.0746
04/25/1988,0.0746
01/25/1988,0.0746
10/19/1987,0.0746
07/20/1987,0.0646
04/20/1987,0.0646
01/26/1987,0.0646
10/20/1986,0.1292
07/21/1986,0.1112
04/21/1986,0.1112
01/27/1986,0.1112
10/21/1985,0.02162
07/22/1985,0.01876
