Date,Amount
02/13/2020,0.42
10/16/2019,0.42
07/19/2019,0.305
05/10/2019,0.305
02/08/2019,0.305
10/12/2018,0.305
07/20/2018,0.285
05/11/2018,0.285
02/09/2018,0.285
10/13/2017,0.265
07/20/2017,0.265
05/11/2017,0.265
02/10/2017,0.265
10/13/2016,0.25
07/21/2016,0.25
05/18/2016,0.25
02/11/2016,0.25
10/15/2015,0.74
07/23/2015,0.74
05/20/2015,0.73
02/12/2015,0.73
10/09/2014,0.73
07/17/2014,0.73
05/21/2014,0.69
02/13/2014,0.69
10/10/2013,0.69
07/18/2013,0.69
05/22/2013,0.66
02/14/2013,0.66
10/11/2012,0.66
07/19/2012,0.66
05/17/2012,0.66
02/16/2012,0.66
10/13/2011,0.66
07/21/2011,0.66
05/19/2011,0.66
02/17/2011,0.66
10/27/2010,0.55
07/29/2010,0.55
05/20/2010,0.55
02/18/2010,0.5
10/28/2009,0.5
07/29/2009,0.47
05/21/2009,0.47
02/19/2009,0.47
10/29/2008,0.47
07/29/2008,0.47
05/22/2008,0.47
02/21/2008,0.47
10/29/2007,0.41
07/27/2007,0.41
05/17/2007,0.41
02/15/2007,0.41
10/27/2006,0.36
07/27/2006,0.36
05/18/2006,0.36
02/16/2006,0.36
10/27/2005,0.31
07/27/2005,0.31
05/12/2005,0.62
02/11/2005,0.5
10/27/2004,0.5
07/28/2004,0.43
05/13/2004,0.43
02/18/2004,0.43
10/29/2003,0.43
07/29/2003,0.4
04/28/2003,0.4
02/18/2003,0.4
10/31/2002,0.4
08/07/2002,0.36
04/26/2002,0.36
02/19/2002,0.36
10/29/2001,0.36
07/26/2001,0.36
04/26/2001,0.34
02/16/2001,0.34
10/26/2000,0.34
07/27/2000,0.34
04/27/2000,0.34
02/16/2000,0.34
10/28/1999,0.34
07/29/1999,0.34
04/29/1999,0.34
02/10/1999,0.34
10/29/1998,0.34
07/30/1998,0.34
04/29/1998,0.34
01/29/1998,0.34
10/30/1997,0.34
07/30/1997,0.34
04/30/1997,0.34
01/30/1997,0.32
10/30/1996,0.32
07/31/1996,0.32
05/01/1996,0.305
01/31/1996,0.305
11/01/1995,0.305
08/02/1995,0.305
05/01/1995,0.305
01/30/1995,0.28
10/31/1994,0.28
08/01/1994,0.28
05/02/1994,0.28
01/31/1994,0.28
11/01/1993,0.28
08/02/1993,0.28
05/03/1993,0.28
02/01/1993,0.28
11/02/1992,0.28
08/03/1992,0.28
05/04/1992,0.28
02/03/1992,0.28
11/04/1991,0.28
08/05/1991,0.28
04/29/1991,0.28
02/04/1991,0.28
10/29/1990,0.28
07/30/1990,0.25
04/30/1990,0.25
01/25/1990,0.25
10/25/1989,0.25
07/25/1989,0.0834
05/01/1989,0.22
01/25/1989,0.22
10/25/1988,0.18
07/25/1988,0.18
04/28/1988,0.15
01/25/1988,0.15
10/26/1987,0.15
07/27/1987,0.15
05/04/1987,0.15
01/26/1987,0.15
10/27/1986,0.15
07/28/1986,0.15
05/01/1986,0.15
01/27/1986,0.25
10/28/1985,0.09529
07/05/1985,0.09529
04/29/1985,0.09529
01/28/1985,0.07623
10/29/1984,0.07623
07/30/1984,0.07623
04/30/1984,0.07623
01/30/1984,0.06988
10/31/1983,0.06988
08/01/1983,0.06988
05/02/1983,0.06988
01/31/1983,0.06988
10/29/1982,0.06988
08/02/1982,0.06988
05/03/1982,0.06988
02/01/1982,0.06988
