Date,Amount
09/24/2020,0.71
06/25/2020,0.609
03/26/2020,0.585
12/26/2019,0.83
12/24/2019,0.631
09/26/2019,0.626
06/27/2019,0.632
03/28/2019,0.485
12/27/2018,0.479
09/27/2018,0.499
06/28/2018,0.487
03/22/2018,0.436
12/28/2017,0.444
09/28/2017,0.451
06/28/2017,0.426
03/29/2017,0.374
12/28/2016,0.368
09/28/2016,0.379
06/22/2016,0.39
03/22/2016,0.267
12/29/2015,0.252
09/23/2015,0.264
06/24/2015,0.284
03/25/2015,0.28
12/29/2014,0.301
09/24/2014,0.316
06/25/2014,0.326
03/26/2014,0.313
12/24/2013,0.33
12/23/2013,0.329
09/25/2013,0.34
06/26/2013,0.333
03/26/2013,0.342
12/26/2012,0.353
09/26/2012,0.357
06/20/2012,0.343
03/28/2012,0.302
12/28/2011,0.294
09/28/2011,0.294
06/22/2011,0.307
03/23/2011,0.277
12/29/2010,0.27
09/22/2010,0.262
06/23/2010,0.264
03/24/2010,0.242
12/29/2009,0.236
09/23/2009,0.232
06/24/2009,0.215
03/25/2009,0.202
12/22/2008,0.202
09/24/2008,0.24
06/25/2008,0.244
03/26/2008,0.246
12/26/2007,0.222
09/26/2007,0.225
06/27/2007,0.21
03/28/2007,0.194
12/27/2006,0.162
09/27/2006,0.167
06/28/2006,0.167
03/29/2006,0.16
12/28/2005,0.15
09/28/2005,0.15
06/22/2005,0.15
03/22/2005,0.133
12/29/2004,0.133
09/22/2004,0.133
06/23/2004,0.128
03/24/2004,0.128
12/22/2003,0.095
09/24/2003,0.128
06/25/2003,0.128
03/26/2003,0.128
12/24/2002,0.128
09/25/2002,0.128
06/25/2002,0.128
03/25/2002,0.127
12/24/2001,0.128
10/03/2001,0.14
08/23/2001,0.07
06/25/2001,0.07
03/23/2001,0.07
12/22/2000,0.07
09/25/2000,0.07
06/23/2000,0.07
03/23/2000,0.07
12/21/1999,0.07
09/23/1999,0.07
06/23/1999,0.07
03/24/1999,0.07
12/22/1998,0.07
09/23/1998,0.07
06/24/1998,0.07
03/25/1998,0.06
12/22/1997,0.06
09/24/1997,0.06
06/25/1997,0.06
03/25/1997,0.06
12/24/1996,0.06
12/23/1996,0.0878
09/25/1996,0.06
06/25/1996,0.06
03/25/1996,0.06
12/22/1995,0.06
09/22/1995,0.0594
06/23/1995,0.04
03/21/1995,0.04
12/19/1994,0.04
09/21/1994,0.04
06/21/1994,0.04
05/02/1994,0.04
03/21/1994,0.04
12/17/1993,0.04
09/21/1993,0.04
06/21/1993,0.04
03/22/1993,0.04
12/18/1992,0.04
09/21/1992,0.04
06/22/1992,0.04
03/23/1992,0.0671
12/20/1991,0.04
09/23/1991,0.08
06/24/1991,0.08
03/21/1991,0.115
12/20/1990,0.115
09/21/1990,0.115
06/21/1990,0.115
03/21/1990,0.115
12/20/1989,0.115
09/21/1989,0.115
06/21/1989,0.095
03/20/1989,0.095
12/19/1988,0.095
09/21/1988,0.095
06/21/1988,0.075
03/21/1988,0.075
12/18/1987,0.075
09/21/1987,0.075
06/22/1987,0.06
03/23/1987,0.06
12/18/1986,0.06
09/22/1986,0.06
06/23/1986,0.06
03/21/1986,0.06
12/20/1985,0.06
09/23/1985,0.06
06/19/1985,0.06
03/19/1985,0.05833
12/20/1984,0.05833
09/18/1984,0.05833
06/20/1984,0.05833
03/20/1984,0.05833
