Date,Amount
06/13/2019,0.6
03/07/2019,0.6
12/13/2018,0.55
09/13/2018,0.55
06/07/2018,0.42
03/08/2018,0.42
11/30/2017,0.42
08/30/2017,0.42
05/31/2017,0.38
03/01/2017,0.38
11/30/2016,0.38
08/31/2016,0.38
06/01/2016,0.36
03/02/2016,0.36
12/02/2015,0.36
09/02/2015,0.36
06/03/2015,0.36
03/04/2015,0.33
12/11/2014,0.33
12/03/2014,0.33
09/03/2014,0.33
06/04/2014,0.33
03/05/2014,0.31
12/04/2013,0.31
09/04/2013,0.31
06/05/2013,0.31
03/06/2013,0.3
12/05/2012,0.3
09/05/2012,0.3
06/06/2012,0.3
03/07/2012,0.28
12/07/2011,0.28
09/07/2011,0.28
06/08/2011,0.28
03/08/2011,0.28
12/08/2010,0.28
09/08/2010,0.28
06/08/2010,0.28
03/08/2010,0.28
12/08/2009,0.28
09/08/2009,0.28
06/08/2009,0.28
03/06/2009,0.28
12/08/2008,0.28
09/08/2008,0.28
06/06/2008,0.28
03/06/2008,0.28
12/06/2007,0.28
09/06/2007,0.25
06/06/2007,0.25
03/07/2007,0.25
12/06/2006,0.25
09/06/2006,0.23
06/07/2006,0.23
03/08/2006,0.23
12/07/2005,0.23
09/07/2005,0.21
06/08/2005,0.21
03/08/2005,0.21
12/08/2004,0.21
09/08/2004,0.19
06/08/2004,0.19
03/08/2004,0.19
12/08/2003,0.19
09/08/2003,0.17
06/06/2003,0.17
03/06/2003,0.17
12/06/2002,0.17
09/06/2002,0.17
06/06/2002,0.17
03/06/2002,0.17
12/06/2001,0.17
09/06/2001,0.155
06/06/2001,0.155
03/07/2001,0.155
12/06/2000,0.155
09/06/2000,0.135
06/07/2000,0.135
03/08/2000,0.135
12/08/1999,0.0675
09/08/1999,0.12
06/08/1999,0.12
03/08/1999,0.105
12/08/1998,0.105
09/08/1998,0.105
06/08/1998,0.105
03/06/1998,0.105
12/08/1997,0.105
09/08/1997,0.09
06/06/1997,0.09
03/06/1997,0.09
12/06/1996,0.09
09/06/1996,0.0775
09/05/1996,0.31
06/06/1996,0.0775
03/07/1996,0.07625
03/06/1996,0.31
12/06/1995,0.0775
09/06/1995,0.065
09/05/1995,0.26
06/06/1995,0.065
06/05/1995,0.26
03/06/1995,0.065
12/05/1994,0.065
09/02/1994,0.055
06/06/1994,0.055
03/04/1994,0.055
12/06/1993,0.055
09/03/1993,0.04625
06/04/1993,0.04625
03/04/1993,0.04625
12/04/1992,0.04617
09/03/1992,0.04
06/04/1992,0.04
03/04/1992,0.04
12/04/1991,0.04
09/04/1991,0.00383
06/04/1991,0.035
03/04/1991,0.035
12/04/1990,0.035
09/04/1990,0.03167
06/05/1990,0.03167
03/05/1990,0.03167
12/05/1989,0.03167
09/05/1989,0.02583
06/05/1989,0.02583
03/06/1989,0.02583
12/05/1988,0.02583
09/02/1988,0.02083
06/06/1988,0.02083
03/04/1988,0.02083
12/04/1987,0.02083
09/03/1987,0.01917
06/04/1987,0.01917
03/04/1987,0.01917
12/04/1986,0.01917
