Date,Amount
04/12/2019,0.21
01/11/2019,0.21
10/19/2018,0.188
07/13/2018,0.188
04/13/2018,0.188
01/12/2018,0.1875
01/11/2018,0.188
10/20/2017,0.17
07/13/2017,0.17
04/13/2017,0.17
01/12/2017,0.17
10/20/2016,0.145
07/14/2016,0.145
04/14/2016,0.145
01/15/2016,0.29
01/14/2016,0.145
10/15/2015,0.125
07/16/2015,0.125
04/16/2015,0.125
01/15/2015,0.125
10/16/2014,0.1
07/17/2014,0.1
04/16/2014,0.1
01/17/2014,0.1
10/17/2013,0.085
07/18/2013,0.085
04/18/2013,0.085
01/17/2013,0.085
10/18/2012,0.075
07/19/2012,0.075
04/19/2012,0.075
01/19/2012,0.075
10/19/2011,0.064
07/20/2011,0.064
04/19/2011,0.064
01/19/2011,0.06375
10/20/2010,0.0525
07/21/2010,0.0525
04/14/2010,0.0525
01/20/2010,0.0525
10/21/2009,0.0475
07/15/2009,0.0475
04/15/2009,0.0475
01/21/2009,0.0475
10/15/2008,0.04625
07/16/2008,0.04625
04/16/2008,0.04625
01/16/2008,0.04625
10/17/2007,0.0375
07/18/2007,0.0375
04/18/2007,0.0375
01/17/2007,0.0375
10/18/2006,0.035
07/19/2006,0.035
04/19/2006,0.035
01/18/2006,0.035
10/19/2005,0.0325
07/20/2005,0.0325
04/20/2005,0.0325
01/19/2005,0.0325
10/20/2004,0.02825
07/21/2004,0.02825
04/14/2004,0.02825
01/21/2004,0.02825
10/15/2003,0.02625
07/16/2003,0.02625
04/15/2003,0.02625
01/15/2003,0.02625
10/16/2002,0.0245
07/17/2002,0.0245
04/17/2002,0.0245
01/16/2002,0.0245
10/17/2001,0.00575
07/18/2001,0.02325
04/18/2001,0.02325
01/17/2001,0.02325
10/18/2000,0.022
07/19/2000,0.022
04/18/2000,0.022
01/19/2000,0.02188
10/22/1999,0.165
10/20/1999,0.02063
07/21/1999,0.02063
04/14/1999,0.02063
01/20/1999,0.02063
10/21/1998,0.02
07/15/1998,0.02
04/15/1998,0.02
01/21/1998,0.02
10/15/1997,0.01938
07/16/1997,0.01938
04/16/1997,0.01938
01/15/1997,0.01938
10/16/1996,0.01875
07/17/1996,0.01875
04/17/1996,0.01875
01/17/1996,0.01875
10/18/1995,0.01813
07/19/1995,0.01813
04/17/1995,0.0175
01/13/1995,0.0175
10/17/1994,0.01563
07/18/1994,0.01563
04/18/1994,0.01563
01/14/1994,0.01563
10/18/1993,0.01375
07/19/1993,0.01375
04/12/1993,0.01375
01/15/1993,0.01375
10/19/1992,0.01125
07/13/1992,0.01125
04/10/1992,0.01125
01/13/1992,0.01125
10/11/1991,0.00938
07/15/1991,0.00938
04/15/1991,0.00938
01/14/1991,0.00938
10/15/1990,0.00813
07/16/1990,0.00813
04/16/1990,0.00813
01/12/1990,0.00813
10/16/1989,0.00688
07/17/1989,0.00688
04/17/1989,0.00688
01/13/1989,0.00688
10/17/1988,0.00563
07/18/1988,0.00563
04/18/1988,0.00563
01/15/1988,0.00563
01/11/1988,0.00375
10/19/1987,0.00469
07/13/1987,0.00469
04/10/1987,0.00469
01/16/1987,0.00469
10/10/1986,0.14
07/14/1986,0.14
04/14/1986,0.14
01/13/1986,0.14
10/11/1985,0.1352
07/15/1985,0.2704
04/15/1985,0.2704
01/14/1985,0.2704
