Date,Amount
12/12/2019,0.54
09/12/2019,0.54
06/13/2019,0.485
03/14/2019,0.485
12/13/2018,0.485
09/17/2018,0.485
06/14/2018,0.365
03/14/2018,0.365
12/14/2017,0.365
09/14/2017,0.365
06/13/2017,0.33
03/10/2017,0.33
12/12/2016,0.33
09/13/2016,0.33
06/15/2016,0.3
03/10/2016,0.3
12/10/2015,0.3
09/11/2015,0.3
06/15/2015,0.27
03/11/2015,0.27
12/10/2014,0.27
09/11/2014,0.27
06/12/2014,0.21
03/12/2014,0.21
12/10/2013,0.21
09/12/2013,0.21
06/13/2013,0.18
03/13/2013,0.18
12/10/2012,0.18
09/12/2012,0.18
06/14/2012,0.16
03/12/2012,0.16
12/08/2011,0.16
09/13/2011,0.16
06/13/2011,0.15
03/11/2011,0.15
12/15/2010,0.15
09/13/2010,0.15
06/11/2010,0.14
03/15/2010,0.14
12/11/2009,0.14
09/10/2009,0.14
06/11/2009,0.07
03/13/2009,0.07
12/11/2008,0.07
09/10/2008,0.07
06/12/2008,0.06
03/13/2008,0.06
12/13/2007,0.06
09/12/2007,0.06
06/13/2007,0.06
