Date,Amount
01/02/2025,1.77
10/01/2024,1.77
07/01/2024,1.77
03/28/2024,1.77
12/29/2023,1.75
09/29/2023,1.75
06/30/2023,1.75
03/31/2023,1.75
12/30/2022,1.62
09/30/2022,1.62
06/30/2022,1.62
03/31/2022,1.62
12/31/2021,1.5
09/30/2021,1.5
06/30/2021,1.5
03/31/2021,1.5
12/31/2020,1.34
09/30/2020,1.34
06/30/2020,1.34
03/31/2020,1.34
12/31/2019,1.16
09/30/2019,1.16
06/28/2019,1.16
03/29/2019,1.16
12/31/2018,1.1
09/28/2018,1.1
06/29/2018,1.1
03/29/2018,1.1
12/29/2017,0.95
10/06/2017,0.95
06/29/2017,0.95
03/30/2017,0.95
12/29/2016,0.86
10/06/2016,0.86
06/29/2016,0.79556
03/30/2016,0.79556
12/30/2015,0.749306
09/29/2015,0.749306
06/29/2015,0.749306
03/30/2015,0.749306
12/30/2014,0.712303
09/29/2014,0.712303
06/27/2014,0.712303
03/28/2014,0.712303
12/30/2013,0.656799
09/27/2013,0.656799
06/27/2013,0.656799
03/27/2013,0.656799
12/28/2012,0.592044
09/27/2012,0.592044
06/28/2012,0.592044
03/29/2012,0.592044
12/29/2011,0.53654
09/29/2011,0.53654
06/29/2011,0.53654
03/30/2011,0.53654
12/30/2010,0.453284
09/29/2010,0.453284
06/29/2010,0.453284
03/30/2010,0.453284
12/30/2009,0.416281
09/29/2009,0.416281
06/29/2009,0.416281
03/30/2009,0.416281
12/30/2008,0.407031
09/29/2008,0.407031
06/27/2008,0.407031
03/28/2008,0.407031
12/28/2007,0.351526
09/27/2007,0.351526
06/28/2007,0.351526
03/29/2007,0.351526
12/28/2006,0.314524
09/28/2006,0.314524
06/29/2006,0.314524
03/30/2006,0.314524
12/29/2005,0.296022
09/29/2005,0.296022
06/29/2005,0.296022
03/30/2005,0.296022
12/30/2004,0.26827
09/29/2004,0.26827
06/29/2004,0.26827
03/30/2004,0.212766
12/30/2003,0.212766
09/29/2003,0.212766
06/27/2003,0.212766
03/28/2003,0.194265
12/30/2002,0.194265
09/27/2002,0.194265
06/27/2002,0.194265
03/27/2002,0.185014
12/28/2001,0.185014
09/27/2001,0.185014
06/28/2001,0.185014
03/29/2001,0.175763
12/28/2000,0.175763
09/28/2000,0.175763
06/29/2000,0.175763
03/30/2000,0.166512
12/31/1999,0.166512
09/29/1999,0.166512
06/29/1999,0.166512
03/30/1999,0.157262
12/30/1998,0.157262
09/29/1998,0.157262
06/29/1998,0.157262
03/30/1998,0.13876
12/30/1997,0.13876
09/29/1997,0.13876
06/27/1997,0.13876
03/27/1997,0.127197
12/30/1996,0.127197
09/27/1996,0.127197
06/27/1996,0.127197
03/28/1996,0.120259
12/28/1995,0.120259
09/28/1995,0.120259
06/29/1995,0.120259
03/28/1995,0.113321
12/27/1994,0.113321
09/27/1994,0.113321
06/28/1994,0.113321
03/28/1994,0.106383
12/28/1993,0.106383
09/28/1993,0.106383
06/28/1993,0.106383
03/29/1993,0.099445
12/28/1992,0.099445
09/28/1992,0.099445
06/26/1992,0.099445
03/30/1992,0.092507
12/27/1991,0.090194
09/30/1991,0.090194
06/28/1991,0.090194
04/01/1991,0.083256
12/28/1990,0.083256
09/28/1990,0.083256
06/28/1990,0.083256
03/30/1990,0.076318
12/29/1989,0.076318
09/29/1989,0.076318
06/28/1989,0.076318
03/30/1989,0.06938
12/29/1988,0.06938
09/27/1988,0.06938
06/28/1988,0.06938
03/28/1988,0.057817
12/28/1987,0.057817
09/28/1987,0.057817
06/26/1987,0.057817
03/30/1987,0.046253
12/26/1986,0.046253
09/29/1986,0.046253
06/27/1986,0.046253
12/27/1985,0.042784
09/30/1985,0.042784
06/27/1985,0.03469
03/29/1985,0.03469
12/28/1984,0.03469
09/28/1984,0.03469
06/28/1984,0.028908
03/30/1984,0.028908
12/29/1983,0.028908
09/29/1983,0.028908
06/29/1983,0.028908
