Date,Amount
06/13/2019,0.09
03/14/2019,0.08
12/13/2018,0.08
09/13/2018,0.08
06/14/2018,0.08
03/14/2018,0.06
12/14/2017,0.06
09/14/2017,0.06
09/13/2017,0.06
06/13/2017,0.06
03/13/2017,0.06
12/13/2016,0.06
09/13/2016,0.06
06/13/2016,0.06
03/11/2016,0.24
12/11/2015,0.24
09/11/2015,0.24
06/11/2015,0.24
03/11/2015,0.24
12/10/2014,0.24
09/10/2014,0.24
06/11/2014,0.24
03/12/2014,0.22
12/11/2013,0.22
09/11/2013,0.22
06/12/2013,0.22
03/13/2013,0.2
12/12/2012,0.2
09/12/2012,0.2
06/13/2012,0.2
03/13/2012,0.2
12/13/2011,0.17
09/13/2011,0.17
06/13/2011,0.17
03/11/2011,0.16
12/13/2010,0.16
09/13/2010,0.16
06/11/2010,0.16
03/11/2010,0.16
12/11/2009,0.16
09/11/2009,0.16
06/11/2009,0.16
03/12/2009,0.16
12/11/2008,0.16
09/12/2008,0.16
06/12/2008,0.16
03/13/2008,0.16
03/12/2008,0.16
12/12/2007,0.14
09/12/2007,0.14
06/13/2007,0.14
03/13/2007,0.14
12/13/2006,0.113
09/13/2006,0.113
06/13/2006,0.113
03/13/2006,0.113
12/13/2005,0.075
09/13/2005,0.075
06/13/2005,0.075
03/11/2005,0.075
12/13/2004,0.05
09/13/2004,0.05
06/14/2004,0.05
03/11/2004,0.05
12/12/2003,0.025
09/12/2003,0.025
04/22/2003,0.025
03/13/2003,0.025
12/12/2002,0.025
09/12/2002,0.025
06/12/2002,0.025
03/13/2002,0.025
12/13/2001,0.025
09/17/2001,0.025
09/12/2001,0.05
06/13/2001,0.025
03/13/2001,0.025
12/13/2000,0.025
09/13/2000,0.025
06/13/2000,0.025
03/13/2000,0.025
12/13/1999,0.025
09/13/1999,0.025
06/11/1999,0.025
03/11/1999,0.025
12/11/1998,0.025
09/11/1998,0.025
06/11/1998,0.025
03/12/1998,0.025
12/11/1997,0.025
09/11/1997,0.025
06/12/1997,0.025
03/12/1997,0.025
12/12/1996,0.025
09/11/1996,0.015
06/12/1996,0.015
03/13/1996,0.015
12/13/1995,0.015
09/13/1995,0.015
06/13/1995,0.015
03/09/1995,0.015
12/09/1994,0.015
09/09/1994,0.015
06/09/1994,0.015
03/09/1994,0.015
12/09/1993,0.015
09/09/1993,0.015
06/09/1993,0.015
