AAII_YR_DATA,06/29/2022,06/30/2021,06/24/2020,06/26/2019,06/27/2018,06/28/2017,06/29/2016,06/24/2015,06/25/2014
Capital_Expenditures,150.3,94.0,104.5,167.6,101.3,102.6,112.8,140.3,161.1
Cash_from_Operations,252.2,369.7,245.0,212.7,284.5,312.9,394.7,368.6,359.8
Diluted_EPS,2.579,2.824,0.627,3.962,2.721,2.943,3.419,3.022,2.26
Goodwill_Intangibles,222.5,209.3,210.6,187.8,187.8,219.0,224.5,149.0,152.3
LT_Debt,989.1,917.9,1208.5,1206.6,1499.6,1319.8,1110.7,970.8,832.3
Net_Income,117.6,131.6,24.4,154.9,125.9,150.8,200.6,194.7,154.0
Revenue,3804.1,3337.8,3078.5,3217.9,3135.4,3150.8,3257.5,3002.3,2909.5
Shares_Diluted,45.6,46.6,38.9,39.1,46.264,51.25,58.684,64.404,68.152
Total_Assets,2484.4,2274.9,2356.0,1258.3,1347.3,1403.6,1458.5,1435.9,1490.6
Total_Liabilities,2752.5,2578.2,2835.1,2036.5,2065.6,1897.3,1684.0,1514.3,1427.5
